geoid,name,total,native,foreign_born,county,county subdivision,state
4203167384,"St. Petersburg borough, Clarion County, Pennsylvania",292.0,292.0,0.0,031,67384,42
4203174728,"Strattanville borough, Clarion County, Pennsylvania",626.0,622.0,4.0,031,74728,42
4203162144,"Porter township, Clarion County, Pennsylvania",1109.0,1106.0,3.0,031,62144,42
4209119672,"Douglass township, Montgomery County, Pennsylvania",10469.0,10185.0,284.0,091,19672,42
4209121600,"East Norriton township, Montgomery County, Pennsylvania",14046.0,12681.0,1365.0,091,21600,42
4209144912,"Lower Frederick township, Montgomery County, Pennsylvania",4885.0,4570.0,315.0,091,44912,42
4209145096,"Lower Salford township, Montgomery County, Pennsylvania",15295.0,14133.0,1162.0,091,45096,42
4209165568,"Rockledge borough, Montgomery County, Pennsylvania",2544.0,2351.0,193.0,091,65568,42
4209173088,"Springfield township, Montgomery County, Pennsylvania",19605.0,18069.0,1536.0,091,73088,42
4209177152,"Towamencin township, Montgomery County, Pennsylvania",18215.0,16226.0,1989.0,091,77152,42
4212746856,"Manchester township, Wayne County, Pennsylvania",760.0,733.0,27.0,127,46856,42
4212720576,"Dyberry township, Wayne County, Pennsylvania",1447.0,1419.0,28.0,127,20576,42
4212758480,"Paupack township, Wayne County, Pennsylvania",3748.0,3648.0,100.0,127,58480,42
4212762744,"Prompton borough, Wayne County, Pennsylvania",280.0,276.0,4.0,127,62744,42
4212772024,"South Canaan township, Wayne County, Pennsylvania",1544.0,1489.0,55.0,127,72024,42
421279824,"Buckingham township, Wayne County, Pennsylvania",481.0,468.0,13.0,127,9824,42
4212733200,"Hawley borough, Wayne County, Pennsylvania",1341.0,1296.0,45.0,127,33200,42
4212751872,"Mount Pleasant township, Wayne County, Pennsylvania",1512.0,1464.0,48.0,127,51872,42
4212773784,"Starrucca borough, Wayne County, Pennsylvania",224.0,223.0,1.0,127,73784,42
4212781712,"Waymart borough, Wayne County, Pennsylvania",1287.0,1268.0,19.0,127,81712,42
