geoid,name,median,male,female,county,county subdivision,state
0100591989,"Louisville CCD, Barbour County, Alabama",42.2,42.5,41.6,005,91989,01
0100591017,"Eufaula CCD, Barbour County, Alabama",36.5,33.6,39.2,005,91017,01
0100590630,"Clayton CCD, Barbour County, Alabama",40.1,38.7,50.0,005,90630,01
0100590648,"Clio CCD, Barbour County, Alabama",41.2,40.1,47.5,005,90648,01
0100590189,"Bakerhill CCD, Barbour County, Alabama",47.0,44.1,47.7,005,90189,01
0100793438,"West Blocton CCD, Bibb County, Alabama",38.3,35.0,40.7,007,93438,01
0100790531,"Centreville-Brent CCD, Bibb County, Alabama",39.8,37.1,44.8,007,90531,01
0100792601,"Piper-Coleanor CCD, Bibb County, Alabama",45.5,43.8,45.8,007,92601,01
0101192133,"Midway CCD, Bullock County, Alabama",46.5,49.2,44.4,011,92133,01
0101193249,"Union Springs CCD, Bullock County, Alabama",35.8,35.5,36.7,011,93249,01
0101191098,"Fitzpatrick CCD, Bullock County, Alabama",41.1,38.3,49.6,011,91098,01
0101191701,"Inverness CCD, Bullock County, Alabama",46.5,45.8,49.7,011,91701,01
0101591746,"Jacksonville CCD, Calhoun County, Alabama",30.1,28.7,31.8,015,91746,01
0101590585,"Choccolocco CCD, Calhoun County, Alabama",39.6,39.1,40.5,015,90585,01
0101592430,"Ohatchee CCD, Calhoun County, Alabama",44.6,44.1,45.3,015,92430,01
0101592556,"Piedmont CCD, Calhoun County, Alabama",43.9,41.4,45.4,015,92556,01
0101793393,"Waverly CCD, Chambers County, Alabama",57.0,55.8,58.6,017,93393,01
0101590099,"Anniston CCD, Calhoun County, Alabama",39.9,38.1,41.3,015,90099,01
0101791107,"Five Points CCD, Chambers County, Alabama",46.3,47.7,43.9,017,91107,01
0101791827,"Lanett CCD, Chambers County, Alabama",44.3,42.5,45.2,017,91827,01
0101792169,"Milltown CCD, Chambers County, Alabama",48.4,47.1,49.0,017,92169,01
0101791818,"La Fayette CCD, Chambers County, Alabama",45.2,44.7,46.1,017,91818,01
0102590675,"Coffeeville CCD, Clarke County, Alabama",37.5,42.9,35.7,025,90675,01
0102591440,"Grove Hill CCD, Clarke County, Alabama",47.7,47.2,48.2,025,91440,01
0102591260,"Fulton CCD, Clarke County, Alabama",51.7,48.0,52.8,025,91260,01
0102593132,"Thomasville CCD, Clarke County, Alabama",41.0,42.1,40.5,025,93132,01
0105790279,"Berry CCD, Fayette County, Alabama",42.3,42.5,42.2,057,90279,01
0105791089,"Fayette CCD, Fayette County, Alabama",44.1,40.0,46.5,057,91089,01
