geoid,name,median,male,female,county,county subdivision,state
5403392352,"Northern district, Harrison County, West Virginia",45.2,44.5,45.6,033,92352,54
5403392952,"Southwest district, Harrison County, West Virginia",41.1,40.6,41.3,033,92952,54
5403392932,"South Urban district, Harrison County, West Virginia",38.9,38.1,40.4,033,92932,54
5403392923,"Southern district, Harrison County, West Virginia",43.3,42.5,44.3,033,92923,54
5403392368,"North Urban district, Harrison County, West Virginia",39.5,37.7,40.9,033,92368,54
5403390975,"Eastern district, Harrison County, West Virginia",43.1,41.6,45.6,033,90975,54
5406990824,"District 2, Ohio County, West Virginia",44.0,41.1,46.2,069,90824,54
5406990862,"District 3, Ohio County, West Virginia",44.5,42.1,46.9,069,90862,54
5406990788,"District 1, Ohio County, West Virginia",40.9,40.4,43.4,069,90788,54
5408591380,"Grant district, Ritchie County, West Virginia",41.4,40.9,42.6,085,91380,54
5408592244,"Murphy district, Ritchie County, West Virginia",43.9,51.3,39.8,085,92244,54
5408593336,"Union district, Ritchie County, West Virginia",46.2,43.9,48.9,085,93336,54
5408590552,"Clay district, Ritchie County, West Virginia",46.7,47.0,46.4,085,90552,54
5401390873,"District 4, Calhoun County, West Virginia",43.6,36.5,47.3,013,90873,54
5401390766,"District 1, Calhoun County, West Virginia",52.7,54.2,50.9,013,90766,54
5401390885,"District 5, Calhoun County, West Virginia",40.6,40.5,41.1,013,90885,54
5401390836,"District 3, Calhoun County, West Virginia",43.8,50.0,42.3,013,90836,54
5401390800,"District 2, Calhoun County, West Virginia",60.0,59.6,60.1,013,90800,54
5406590822,"District 2, Morgan County, West Virginia",46.3,46.1,47.4,065,90822,54
5406590786,"District 1, Morgan County, West Virginia",49.8,51.5,49.1,065,90786,54
5406590858,"District 3, Morgan County, West Virginia",43.7,42.7,47.6,065,90858,54
5408190828,"District 2, Raleigh County, West Virginia",41.7,40.7,43.2,081,90828,54
5408190792,"District 1, Raleigh County, West Virginia",43.2,41.1,45.2,081,90792,54
5408190864,"District 3, Raleigh County, West Virginia",41.5,39.4,44.4,081,90864,54
5400793597,"Western district, Braxton County, West Virginia",50.9,51.0,50.8,007,93597,54
5400792346,"Northern district, Braxton County, West Virginia",44.6,45.4,43.5,007,92346,54
