geoid,name,total,male_total,male_under_5,male_5_to_9,male_10_to_14,male_15_to_17,male_18_to_19,male_20,male_21,male_22_to_24,male_25_to_29,male_30_to_34,male_35_to_39,male_40_to_44,male_45_to_49,male_50_to_54,male_55_to_59,male_60_to_61,male_62_to_64,male_65_to_66,male_67_to_69,male_70_to_74,male_75_to_79,male_80_to_84,male_85_and_over,female_total,female_under_5,female_5_to_9,female_10_to_14,female_15_to_17,female_18_to_19,female_20,female_21,female_22_to_24,female_25_to_29,female_30_to_34,female_35_to_39,female_40_to_44,female_45_to_49,female_50_to_54,female_55_to_59,female_60_to_61,female_62_to_64,female_65_to_66,female_67_to_69,female_70_to_74,female_75_to_79,female_80_to_84,female_85_and_over,county,county subdivision,state,total_under_5,total_5_to_9,total_10_to_14,total_15_to_17,total_18_to_19,total_20,total_21,total_22_to_24,total_25_to_29,total_30_to_34,total_35_to_39,total_40_to_44,total_45_to_49,total_50_to_54,total_55_to_59,total_60_to_61,total_62_to_64,total_65_to_66,total_67_to_69,total_70_to_74,total_75_to_79,total_80_to_84,total_85_and_over,total_0_to_17,male_0_to_17,female_0_to_17,total_5_to_17,male_5_to_17,female_5_to_17,total_0_9,male_0_9,female_0_9,total_10_to_17,male_10_to_17,female_10_to_17,total_18_to_34,male_18_to_34,female_18_to_34,total_35_to_49,male_35_to_49,female_35_to_49,total_50_to_64,male_50_to_64,female_50_to_64,total_65_and_over,male_65_and_over,female_65_and_over
2911522438,"Enterprise township, Linn County, Missouri",164,76.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,0.0,0.0,8.0,0.0,0.0,0.0,33.0,3.0,9.0,3.0,0.0,88.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,14.0,0.0,3.0,8.0,0.0,0.0,0.0,25.0,7.0,8.0,8.0,0.0,115,22438,29,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,28.0,0.0,3.0,16.0,0.0,0.0,0.0,58.0,10.0,17.0,11.0,0.0,12.0,3.0,9.0,6.0,0.0,6.0,9.0,3.0,6.0,3.0,0.0,3.0,6.0,3.0,3.0,31.0,14.0,17.0,19.0,8.0,11.0,96.0,48.0,48.0
2911528612,"Grantsville township, Linn County, Missouri",179,78.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,7.0,11.0,7.0,0.0,10.0,3.0,0.0,13.0,4.0,0.0,0.0,101.0,11.0,10.0,6.0,2.0,13.0,0.0,6.0,8.0,8.0,0.0,0.0,3.0,4.0,0.0,12.0,0.0,3.0,0.0,3.0,7.0,5.0,0.0,0.0,115,28612,29,22.0,10.0,6.0,5.0,13.0,0.0,6.0,8.0,14.0,0.0,0.0,6.0,11.0,11.0,19.0,0.0,13.0,3.0,3.0,20.0,9.0,0.0,0.0,43.0,14.0,29.0,21.0,3.0,18.0,32.0,11.0,21.0,11.0,3.0,8.0,41.0,6.0,35.0,17.0,10.0,7.0,43.0,28.0,15.0,35.0,20.0,15.0
2911553300,"North Salem township, Linn County, Missouri",94,59.0,0.0,9.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,11.0,0.0,3.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,35.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0,3.0,5.0,0.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,115,53300,29,0.0,9.0,4.0,15.0,1.0,3.0,0.0,0.0,2.0,2.0,8.0,10.0,0.0,17.0,0.0,3.0,2.0,3.0,7.0,3.0,5.0,0.0,0.0,28.0,25.0,3.0,28.0,25.0,3.0,9.0,9.0,0.0,19.0,16.0,3.0,8.0,0.0,8.0,18.0,10.0,8.0,22.0,14.0,8.0,18.0,10.0,8.0
291154726,"Benton township, Linn County, Missouri",422,191.0,1.0,10.0,17.0,3.0,0.0,0.0,3.0,8.0,8.0,5.0,10.0,9.0,13.0,35.0,26.0,5.0,3.0,7.0,7.0,10.0,4.0,4.0,3.0,231.0,3.0,12.0,21.0,9.0,5.0,3.0,7.0,17.0,1.0,12.0,24.0,5.0,24.0,15.0,16.0,8.0,6.0,2.0,3.0,22.0,1.0,9.0,6.0,115,4726,29,4.0,22.0,38.0,12.0,5.0,3.0,10.0,25.0,9.0,17.0,34.0,14.0,37.0,50.0,42.0,13.0,9.0,9.0,10.0,32.0,5.0,13.0,9.0,76.0,31.0,45.0,72.0,30.0,42.0,26.0,11.0,15.0,50.0,20.0,30.0,69.0,24.0,45.0,85.0,32.0,53.0,114.0,69.0,45.0,78.0,35.0,43.0
2911535864,"Jackson township, Linn County, Missouri",155,79.0,2.0,3.0,9.0,12.0,0.0,0.0,3.0,11.0,3.0,0.0,0.0,10.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,76.0,7.0,9.0,2.0,7.0,2.0,0.0,0.0,9.0,1.0,3.0,0.0,9.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,115,35864,29,9.0,12.0,11.0,19.0,2.0,0.0,3.0,20.0,4.0,3.0,0.0,19.0,6.0,19.0,8.0,0.0,0.0,0.0,0.0,14.0,3.0,3.0,0.0,51.0,26.0,25.0,42.0,24.0,18.0,21.0,5.0,16.0,30.0,21.0,9.0,32.0,17.0,15.0,25.0,10.0,15.0,27.0,17.0,10.0,20.0,9.0,11.0
2911556378,"Parson Creek township, Linn County, Missouri",803,415.0,22.0,58.0,34.0,11.0,10.0,9.0,3.0,17.0,16.0,43.0,20.0,16.0,16.0,25.0,22.0,13.0,16.0,12.0,19.0,15.0,8.0,7.0,3.0,388.0,27.0,14.0,18.0,10.0,5.0,0.0,3.0,28.0,11.0,51.0,13.0,28.0,22.0,29.0,39.0,21.0,7.0,5.0,19.0,11.0,7.0,10.0,10.0,115,56378,29,49.0,72.0,52.0,21.0,15.0,9.0,6.0,45.0,27.0,94.0,33.0,44.0,38.0,54.0,61.0,34.0,23.0,17.0,38.0,26.0,15.0,17.0,13.0,194.0,125.0,69.0,145.0,103.0,42.0,121.0,80.0,41.0,73.0,45.0,28.0,196.0,98.0,98.0,115.0,52.0,63.0,172.0,76.0,96.0,126.0,64.0,62.0
2911581304,"Yellow Creek township, Linn County, Missouri",399,185.0,18.0,16.0,12.0,0.0,0.0,0.0,0.0,17.0,0.0,25.0,6.0,5.0,15.0,7.0,22.0,0.0,0.0,10.0,13.0,7.0,0.0,12.0,0.0,214.0,38.0,11.0,12.0,11.0,0.0,0.0,0.0,0.0,15.0,16.0,6.0,11.0,6.0,12.0,3.0,9.0,0.0,17.0,18.0,6.0,15.0,0.0,8.0,115,81304,29,56.0,27.0,24.0,11.0,0.0,0.0,0.0,17.0,15.0,41.0,12.0,16.0,21.0,19.0,25.0,9.0,0.0,27.0,31.0,13.0,15.0,12.0,8.0,118.0,46.0,72.0,62.0,28.0,34.0,83.0,34.0,49.0,35.0,12.0,23.0,73.0,42.0,31.0,49.0,26.0,23.0,53.0,29.0,24.0,106.0,42.0,64.0
2909180116,"Willow Springs township, Howell County, Missouri",5289,2643.0,267.0,163.0,280.0,82.0,67.0,6.0,22.0,126.0,125.0,128.0,171.0,194.0,114.0,183.0,83.0,55.0,194.0,34.0,51.0,122.0,90.0,59.0,27.0,2646.0,243.0,87.0,113.0,122.0,47.0,62.0,21.0,156.0,119.0,122.0,135.0,198.0,204.0,141.0,219.0,104.0,98.0,15.0,111.0,162.0,54.0,21.0,92.0,091,80116,29,510.0,250.0,393.0,204.0,114.0,68.0,43.0,282.0,244.0,250.0,306.0,392.0,318.0,324.0,302.0,159.0,292.0,49.0,162.0,284.0,144.0,80.0,119.0,1357.0,792.0,565.0,847.0,525.0,322.0,760.0,430.0,330.0,597.0,362.0,235.0,1001.0,474.0,527.0,1016.0,479.0,537.0,1077.0,515.0,562.0,838.0,383.0,455.0
290914690,"Benton township, Howell County, Missouri",1750,919.0,28.0,51.0,44.0,33.0,37.0,31.0,15.0,24.0,27.0,17.0,22.0,59.0,113.0,88.0,91.0,19.0,75.0,32.0,4.0,37.0,29.0,29.0,14.0,831.0,29.0,28.0,41.0,44.0,0.0,8.0,30.0,5.0,29.0,32.0,14.0,38.0,111.0,66.0,87.0,30.0,29.0,14.0,92.0,0.0,64.0,40.0,0.0,091,4690,29,57.0,79.0,85.0,77.0,37.0,39.0,45.0,29.0,56.0,49.0,36.0,97.0,224.0,154.0,178.0,49.0,104.0,46.0,96.0,37.0,93.0,69.0,14.0,298.0,156.0,142.0,241.0,128.0,113.0,136.0,79.0,57.0,162.0,77.0,85.0,255.0,151.0,104.0,357.0,194.0,163.0,485.0,273.0,212.0,355.0,145.0,210.0
2909168780,"South Fork township, Howell County, Missouri",1305,625.0,53.0,42.0,0.0,0.0,13.0,18.0,10.0,11.0,76.0,31.0,24.0,28.0,76.0,86.0,41.0,27.0,17.0,27.0,26.0,15.0,0.0,0.0,4.0,680.0,68.0,20.0,102.0,19.0,0.0,0.0,0.0,17.0,98.0,23.0,16.0,30.0,51.0,79.0,54.0,14.0,18.0,34.0,0.0,22.0,15.0,0.0,0.0,091,68780,29,121.0,62.0,102.0,19.0,13.0,18.0,10.0,28.0,174.0,54.0,40.0,58.0,127.0,165.0,95.0,41.0,35.0,61.0,26.0,37.0,15.0,0.0,4.0,304.0,95.0,209.0,183.0,42.0,141.0,183.0,95.0,88.0,121.0,0.0,121.0,297.0,159.0,138.0,225.0,128.0,97.0,336.0,171.0,165.0,143.0,72.0,71.0
