geoid,name,total_population_16over,in_labor_force,civilian,civilian_employed,civilian_unemployed,armed_forces,not_in_labor_force,county,county subdivision,state
0100591989,"Louisville CCD, Barbour County, Alabama",1423.0,680.0,680.0,616.0,64.0,0.0,743.0,005,91989,01
0100591017,"Eufaula CCD, Barbour County, Alabama",10050.0,5670.0,5670.0,4887.0,783.0,0.0,4380.0,005,91017,01
0100590630,"Clayton CCD, Barbour County, Alabama",3903.0,1252.0,1252.0,1047.0,205.0,0.0,2651.0,005,90630,01
0100590648,"Clio CCD, Barbour County, Alabama",3232.0,1115.0,1115.0,1052.0,63.0,0.0,2117.0,005,90648,01
0100590189,"Bakerhill CCD, Barbour County, Alabama",2633.0,1422.0,1422.0,1276.0,146.0,0.0,1211.0,005,90189,01
0100793438,"West Blocton CCD, Bibb County, Alabama",6835.0,3303.0,3301.0,3019.0,282.0,2.0,3532.0,007,93438,01
0100790531,"Centreville-Brent CCD, Bibb County, Alabama",10791.0,5085.0,5085.0,4692.0,393.0,0.0,5706.0,007,90531,01
0100792601,"Piper-Coleanor CCD, Bibb County, Alabama",789.0,513.0,513.0,460.0,53.0,0.0,276.0,007,92601,01
0101192133,"Midway CCD, Bullock County, Alabama",1152.0,565.0,565.0,469.0,96.0,0.0,587.0,011,92133,01
0101193249,"Union Springs CCD, Bullock County, Alabama",4379.0,2422.0,2422.0,2238.0,184.0,0.0,1957.0,011,93249,01
0101191098,"Fitzpatrick CCD, Bullock County, Alabama",1148.0,847.0,847.0,722.0,125.0,0.0,301.0,011,91098,01
0101191701,"Inverness CCD, Bullock County, Alabama",1838.0,1048.0,1048.0,861.0,187.0,0.0,790.0,011,91701,01
0101591746,"Jacksonville CCD, Calhoun County, Alabama",15661.0,8880.0,8830.0,7899.0,931.0,50.0,6781.0,015,91746,01
0101590585,"Choccolocco CCD, Calhoun County, Alabama",5412.0,3107.0,3078.0,3002.0,76.0,29.0,2305.0,015,90585,01
0101592430,"Ohatchee CCD, Calhoun County, Alabama",3741.0,2367.0,2353.0,2154.0,199.0,14.0,1374.0,015,92430,01
0101592556,"Piedmont CCD, Calhoun County, Alabama",5434.0,2755.0,2755.0,2582.0,173.0,0.0,2679.0,015,92556,01
0101793393,"Waverly CCD, Chambers County, Alabama",1158.0,638.0,638.0,637.0,1.0,0.0,520.0,017,93393,01
0101590099,"Anniston CCD, Calhoun County, Alabama",53234.0,29742.0,29553.0,25934.0,3619.0,189.0,23492.0,015,90099,01
0101791107,"Five Points CCD, Chambers County, Alabama",2278.0,1017.0,1017.0,930.0,87.0,0.0,1261.0,017,91107,01
0101791827,"Lanett CCD, Chambers County, Alabama",8278.0,4842.0,4842.0,4402.0,440.0,0.0,3436.0,017,91827,01
