geoid,name,total,native,foreign_born,county,county subdivision,state
4809791435,"Gainesville CCD, Cooke County, Texas",16431.0,14256.0,2175.0,097,91435,48
4848993205,"Raymondville CCD, Willacy County, Texas",13687.0,11281.0,2406.0,489,93205,48
4809793995,"Valley View CCD, Cooke County, Texas",4820.0,4671.0,149.0,097,93995,48
4809791440,"Gainesville Southeast CCD, Cooke County, Texas",6978.0,6563.0,415.0,097,91440,48
4809790580,"Callisburg CCD, Cooke County, Texas",5933.0,5349.0,584.0,097,90580,48
4809792680,"Muenster CCD, Cooke County, Texas",4902.0,4765.0,137.0,097,92680,48
4810790905,"Crosbyton CCD, Crosby County, Texas",2069.0,2006.0,63.0,107,90905,48
4810793185,"Ralls CCD, Crosby County, Texas",2254.0,2202.0,52.0,107,93185,48
4810792290,"Lorenzo CCD, Crosby County, Texas",1572.0,1535.0,37.0,107,92290,48
4811592125,"Lamesa Southwest CCD, Dawson County, Texas",304.0,262.0,42.0,115,92125,48
4811592115,"Lamesa Northwest CCD, Dawson County, Texas",354.0,331.0,23.0,115,92115,48
4811592105,"Lamesa CCD, Dawson County, Texas",11646.0,10862.0,784.0,115,92105,48
4811592120,"Lamesa Southeast CCD, Dawson County, Texas",357.0,305.0,52.0,115,92120,48
4811592110,"Lamesa Northeast CCD, Dawson County, Texas",434.0,374.0,60.0,115,92110,48
4815193275,"Roby CCD, Fisher County, Texas",1855.0,1817.0,38.0,151,93275,48
4815193340,"Rotan CCD, Fisher County, Texas",1771.0,1622.0,149.0,151,93340,48
4815192350,"McCaulley CCD, Fisher County, Texas",249.0,233.0,16.0,151,92350,48
4813193215,"Realitos-Concepcion CCD, Duval County, Texas",1174.0,1121.0,53.0,131,93215,48
4813190260,"Benavides CCD, Duval County, Texas",2535.0,2359.0,176.0,131,90260,48
4813193420,"San Diego CCD, Duval County, Texas",4750.0,4396.0,354.0,131,93420,48
4813191405,"Freer CCD, Duval County, Texas",2975.0,2918.0,57.0,131,91405,48
4805192890,"Old River CCD, Burleson County, Texas",3010.0,2543.0,467.0,051,92890,48
4805193610,"Somerville CCD, Burleson County, Texas",4538.0,4447.0,91.0,051,93610,48
4805190570,"Caldwell CCD, Burleson County, Texas",8654.0,8043.0,611.0,051,90570,48
4805190825,"Cooks Point CCD, Burleson County, Texas",1394.0,1303.0,91.0,051,90825,48
4803190330,"Blanco CCD, Blanco County, Texas",5856.0,5258.0,598.0,031,90330,48
4803191950,"Johnson City CCD, Blanco County, Texas",5233.0,5026.0,207.0,031,91950,48
4824190520,"Buna CCD, Jasper County, Texas",10591.0,10447.0,144.0,241,90520,48
4824191920,"Jasper CCD, Jasper County, Texas",17669.0,17101.0,568.0,241,91920,48
4824192040,"Kirbyville CCD, Jasper County, Texas",7184.0,7089.0,95.0,241,92040,48
4824592770,"Nome-China CCD, Jefferson County, Texas",10042.0,9591.0,451.0,245,92770,48
4824590230,"Beaumont CCD, Jefferson County, Texas",117248.0,104922.0,12326.0,245,90230,48
4824593385,"Sabine Pass CCD, Jefferson County, Texas",2158.0,1956.0,202.0,245,93385,48
4827190400,"Brackettville CCD, Kinney County, Texas",3631.0,2994.0,637.0,271,90400,48
4811791790,"Hereford West CCD, Deaf Smith County, Texas",599.0,563.0,36.0,117,91790,48
4811791785,"Hereford East CCD, Deaf Smith County, Texas",18348.0,15277.0,3071.0,117,91785,48
4816791445,"Galveston CCD, Galveston County, Texas",50720.0,43915.0,6805.0,167,91445,48
4823390385,"Borger CCD, Hutchinson County, Texas",19368.0,18325.0,1043.0,233,90385,48
4823393750,"Stinnett CCD, Hutchinson County, Texas",2336.0,2220.0,116.0,233,93750,48
4816391055,"Dilley CCD, Frio County, Texas",5371.0,4829.0,542.0,163,91055,48
4810390885,"Crane South CCD, Crane County, Texas",3314.0,2647.0,667.0,103,90885,48
4810390880,"Crane North CCD, Crane County, Texas",1522.0,1242.0,280.0,103,90880,48
4828190015,"Adamsville CCD, Lampasas County, Texas",777.0,755.0,22.0,281,90015,48
4828192255,"Lometa CCD, Lampasas County, Texas",1534.0,1415.0,119.0,281,92255,48
4828192130,"Lampasas CCD, Lampasas County, Texas",18162.0,17344.0,818.0,281,92130,48
4830793280,"Rochelle CCD, McCulloch County, Texas",691.0,681.0,10.0,307,93280,48
4830792505,"Melvin CCD, McCulloch County, Texas",663.0,620.0,43.0,307,92505,48
4830790405,"Brady CCD, McCulloch County, Texas",6791.0,6441.0,350.0,307,90405,48
4831992450,"Mason West CCD, Mason County, Texas",1069.0,1043.0,26.0,319,92450,48
4816790370,"Bolivar Peninsula CCD, Galveston County, Texas",2190.0,1972.0,218.0,167,90370,48
4816793880,"Texas City-League City CCD, Galveston County, Texas",244525.0,221878.0,22647.0,167,93880,48
4816792100,"La Marque-Hitchcock CCD, Galveston County, Texas",23749.0,21857.0,1892.0,167,92100,48
4814191225,"El Paso North Central CCD, El Paso County, Texas",13520.0,12475.0,1045.0,141,91225,48
4814191215,"El Paso CCD, El Paso County, Texas",544309.0,406002.0,138307.0,141,91215,48
4814191220,"El Paso East CCD, El Paso County, Texas",184183.0,131200.0,52983.0,141,91220,48
4814191230,"El Paso Northwest CCD, El Paso County, Texas",92813.0,72791.0,20022.0,141,91230,48
4828390870,"Cotulla CCD, La Salle County, Texas",6096.0,5845.0,251.0,283,90870,48
4828391240,"Encinal CCD, La Salle County, Texas",1322.0,993.0,329.0,283,91240,48
4839392555,"Miami CCD, Roberts County, Texas",889.0,864.0,25.0,393,92555,48
4844394175,"West Terrell CCD, Terrell County, Texas",628.0,613.0,15.0,443,94175,48
4844391140,"East Terrell CCD, Terrell County, Texas",93.0,83.0,10.0,443,91140,48
4845790785,"Colmesneil-Chester CCD, Tyler County, Texas",2952.0,2927.0,25.0,457,90785,48
4845794075,"Warren CCD, Tyler County, Texas",2702.0,2652.0,50.0,457,94075,48
4845794285,"Woodville CCD, Tyler County, Texas",10636.0,10264.0,372.0,457,94285,48
4845793710,"Spurger CCD, Tyler County, Texas",5166.0,5166.0,0.0,457,93710,48
4846393375,"Sabinal CCD, Uvalde County, Texas",3144.0,3069.0,75.0,463,93375,48
4846393980,"Uvalde CCD, Uvalde County, Texas",23871.0,20477.0,3394.0,463,93980,48
4848393545,"Shamrock CCD, Wheeler County, Texas",2617.0,2564.0,53.0,483,93545,48
4848394190,"Wheeler CCD, Wheeler County, Texas",2982.0,2580.0,402.0,483,94190,48
4803790950,"Dalby Springs-Simms CCD, Bowie County, Texas",2312.0,2312.0,0.0,037,90950,48
4803790980,"De Kalb CCD, Bowie County, Texas",5159.0,5011.0,148.0,037,90980,48
4803791830,"Hooks CCD, Bowie County, Texas",5451.0,5269.0,182.0,037,91830,48
4803792725,"New Boston CCD, Bowie County, Texas",10456.0,10033.0,423.0,037,92725,48
4803793875,"Texarkana CCD, Bowie County, Texas",60235.0,57403.0,2832.0,037,93875,48
4800990130,"Archer City CCD, Archer County, Texas",3401.0,3262.0,139.0,009,90130,48
4800991815,"Holliday CCD, Archer County, Texas",5392.0,5341.0,51.0,009,91815,48
4804392390,"Marathon CCD, Brewster County, Texas",552.0,488.0,64.0,043,92390,48
4804390040,"Alpine CCD, Brewster County, Texas",8668.0,8145.0,523.0,043,90040,48
4826391930,"Jayton South CCD, Kent County, Texas",535.0,531.0,4.0,263,91930,48
4826391925,"Jayton North CCD, Kent County, Texas",145.0,145.0,0.0,263,91925,48
4821592600,"Mission CCD, Hidalgo County, Texas",169500.0,116937.0,52563.0,215,92600,48
4821593155,"Puerto Rico-San Manuel CCD, Hidalgo County, Texas",1107.0,958.0,149.0,215,93155,48
4821593650,"Southeast Hidalgo CCD, Hidalgo County, Texas",132773.0,102668.0,30105.0,215,93650,48
4821591155,"Edcouch-Elsa CCD, Hidalgo County, Texas",35233.0,27742.0,7491.0,215,91155,48
4821592340,"McAllen-Pharr CCD, Hidalgo County, Texas",285572.0,199351.0,86221.0,215,92340,48
4821593785,"Sullivan City CCD, Hidalgo County, Texas",36302.0,24786.0,11516.0,215,93785,48
4821591170,"Edinburg CCD, Hidalgo County, Texas",177706.0,136951.0,40755.0,215,91170,48
4821591710,"Hargill CCD, Hidalgo County, Texas",1346.0,1093.0,253.0,215,91710,48
4842390515,"Bullard CCD, Smith County, Texas",32666.0,31406.0,1260.0,423,90515,48
4842393970,"Tyler CCD, Smith County, Texas",102119.0,89580.0,12539.0,423,93970,48
4814393735,"Stephenville CCD, Erath County, Texas",29742.0,27791.0,1951.0,143,93735,48
4814391085,"Dublin CCD, Erath County, Texas",5947.0,5050.0,897.0,143,91085,48
4814392645,"Morgan Mill-Bluff Dale CCD, Erath County, Texas",3311.0,3220.0,91.0,143,92645,48
4803990055,"Alvin-Pearland CCD, Brazoria County, Texas",203954.0,173059.0,30895.0,039,90055,48
4803990410,"Brazoria-West Columbia CCD, Brazoria County, Texas",32149.0,30386.0,1763.0,039,90410,48
4842394205,"Whitehouse CCD, Smith County, Texas",28860.0,26850.0,2010.0,423,94205,48
4842393950,"Troup-Arp CCD, Smith County, Texas",9894.0,9636.0,258.0,423,93950,48
4842394260,"Winona CCD, Smith County, Texas",5296.0,5202.0,94.0,423,94260,48
4842393975,"Tyler East CCD, Smith County, Texas",20500.0,19047.0,1453.0,423,93975,48
4842392210,"Lindale CCD, Smith County, Texas",22942.0,22102.0,840.0,423,92210,48
4842591535,"Glen Rose CCD, Somervell County, Texas",8650.0,8302.0,348.0,425,91535,48
4810591120,"East Crockett CCD, Crockett County, Texas",3698.0,3415.0,283.0,105,91120,48
4810594160,"West Crockett CCD, Crockett County, Texas",138.0,138.0,0.0,105,94160,48
4819993625,"Sour Lake CCD, Hardin County, Texas",5756.0,5695.0,61.0,199,93625,48
4819993570,"Silsbee CCD, Hardin County, Texas",16039.0,15749.0,290.0,199,93570,48
4819993460,"Saratoga-Batson CCD, Hardin County, Texas",3426.0,3426.0,0.0,199,93460,48
4820793360,"Rule CCD, Haskell County, Texas",814.0,789.0,25.0,207,93360,48
4819992055,"Kountze CCD, Hardin County, Texas",14084.0,13626.0,458.0,199,92055,48
4820793285,"Rochester CCD, Haskell County, Texas",600.0,566.0,34.0,207,93285,48
4820793390,"Sagerton CCD, Haskell County, Texas",296.0,276.0,20.0,207,93390,48
4822790300,"Big Spring CCD, Howard County, Texas",32339.0,28691.0,3648.0,227,90300,48
4820794125,"Weinert CCD, Haskell County, Texas",318.0,309.0,9.0,207,94125,48
4820791735,"Haskell CCD, Haskell County, Texas",3778.0,2946.0,832.0,207,91735,48
4822790305,"Big Spring North CCD, Howard County, Texas",2220.0,2011.0,209.0,227,90305,48
4822790770,"Coahoma CCD, Howard County, Texas",1932.0,1906.0,26.0,227,90770,48
4828990680,"Centerville CCD, Leon County, Texas",5515.0,5343.0,172.0,289,90680,48
4828992775,"Normangee CCD, Leon County, Texas",2715.0,2623.0,92.0,289,92775,48
4828990510,"Buffalo CCD, Leon County, Texas",5555.0,4744.0,811.0,289,90510,48
4828992870,"Oakwood CCD, Leon County, Texas",1248.0,1225.0,23.0,289,92870,48
4833392690,"Mullin-Priddy CCD, Mills County, Texas",1767.0,1713.0,54.0,333,92690,48
4833391550,"Goldthwaite CCD, Mills County, Texas",3120.0,2850.0,270.0,333,91550,48
4833792765,"Nocona CCD, Montague County, Texas",4627.0,4322.0,305.0,337,92765,48
4833792610,"Montague-Forestburg CCD, Montague County, Texas",1979.0,1935.0,44.0,337,92610,48
4833790390,"Bowie CCD, Montague County, Texas",10180.0,9507.0,673.0,337,90390,48
4833793395,"St. Jo CCD, Montague County, Texas",2620.0,2575.0,45.0,337,93395,48
4803990415,"Brazosport CCD, Brazoria County, Texas",61962.0,53731.0,8231.0,039,90415,48
4812991760,"Hedley CCD, Donley County, Texas",527.0,500.0,27.0,129,91760,48
