geoid,name,total,only_english,spanish_and_english,spanish_no_english,french_and_english,french_no_english,germanic_and_english,germanic_no_english,slavic_and_english,slavic_no_english,other_indoeuropean_and_english,other_indoeuropean_no_english,korean_and_english,korean_no_english,chinese_and_english,chinese_no_english,vietnamese_and_english,vietnamese_no_english,tagalog_and_english,tagalog_no_english,other_asian_and_english,other_asian_no_english,arabic_and_english,arabic_no_english,other_and_english,other_no_english,county,county subdivision,state,total_english,total_no_english
4809791435,"Gainesville CCD, Cooke County, Texas",14943.0,10826.0,2355.0,1313.0,54.0,0.0,99.0,0.0,14.0,0.0,43.0,10.0,3.0,92.0,0.0,25.0,5.0,51.0,0.0,19.0,0.0,0.0,0.0,0.0,34.0,0.0,097,91435,48,13433.0,1510.0
4848993205,"Raymondville CCD, Willacy County, Texas",12657.0,4759.0,4836.0,2915.0,0.0,0.0,109.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,489,93205,48,9715.0,2942.0
4809793995,"Valley View CCD, Cooke County, Texas",4535.0,4292.0,130.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,097,93995,48,4428.0,107.0
4809791440,"Gainesville Southeast CCD, Cooke County, Texas",6778.0,6313.0,230.0,17.0,0.0,0.0,182.0,0.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,097,91440,48,6738.0,40.0
4809790580,"Callisburg CCD, Cooke County, Texas",5613.0,4919.0,438.0,243.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,097,90580,48,5370.0,243.0
4809792680,"Muenster CCD, Cooke County, Texas",4565.0,4320.0,116.0,32.0,3.0,0.0,21.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,097,92680,48,4517.0,48.0
4810790905,"Crosbyton CCD, Crosby County, Texas",1934.0,1376.0,401.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,90905,48,1777.0,157.0
4810793185,"Ralls CCD, Crosby County, Texas",2080.0,1356.0,550.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,93185,48,1906.0,174.0
4810792290,"Lorenzo CCD, Crosby County, Texas",1465.0,1005.0,358.0,90.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,107,92290,48,1365.0,100.0
4811592125,"Lamesa Southwest CCD, Dawson County, Texas",298.0,211.0,40.0,17.0,0.0,0.0,27.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,92125,48,279.0,19.0
4811592115,"Lamesa Northwest CCD, Dawson County, Texas",319.0,241.0,34.0,33.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,92115,48,284.0,35.0
4811592105,"Lamesa CCD, Dawson County, Texas",10880.0,6680.0,2950.0,1121.0,10.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,30.0,0.0,115,92105,48,9706.0,1174.0
4811592120,"Lamesa Southeast CCD, Dawson County, Texas",328.0,224.0,44.0,12.0,0.0,0.0,0.0,45.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,92120,48,269.0,59.0
4811592110,"Lamesa Northeast CCD, Dawson County, Texas",368.0,203.0,104.0,16.0,0.0,0.0,19.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,92110,48,326.0,42.0
4815193275,"Roby CCD, Fisher County, Texas",1743.0,1460.0,189.0,84.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,151,93275,48,1655.0,88.0
4815193340,"Rotan CCD, Fisher County, Texas",1668.0,1257.0,237.0,160.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151,93340,48,1508.0,160.0
4815192350,"McCaulley CCD, Fisher County, Texas",228.0,165.0,42.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151,92350,48,212.0,16.0
4813193215,"Realitos-Concepcion CCD, Duval County, Texas",1121.0,486.0,426.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131,93215,48,912.0,209.0
4813190260,"Benavides CCD, Duval County, Texas",2392.0,828.0,1173.0,386.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131,90260,48,2006.0,386.0
4813193420,"San Diego CCD, Duval County, Texas",4401.0,1972.0,1802.0,621.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131,93420,48,3780.0,621.0
4813191405,"Freer CCD, Duval County, Texas",2734.0,1359.0,1125.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131,91405,48,2484.0,250.0
4805192890,"Old River CCD, Burleson County, Texas",2848.0,2191.0,377.0,276.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,051,92890,48,2568.0,280.0
