geoid,name,total,native,foreign_born,county,county subdivision,state
0100591989,"Louisville CCD, Barbour County, Alabama",1813.0,1763.0,50.0,005,91989,01
0100591017,"Eufaula CCD, Barbour County, Alabama",13011.0,12640.0,371.0,005,91017,01
0100590630,"Clayton CCD, Barbour County, Alabama",4291.0,4259.0,32.0,005,90630,01
0100590648,"Clio CCD, Barbour County, Alabama",3721.0,3649.0,72.0,005,90648,01
0100590189,"Bakerhill CCD, Barbour County, Alabama",3365.0,3193.0,172.0,005,90189,01
0100793438,"West Blocton CCD, Bibb County, Alabama",8844.0,8700.0,144.0,007,93438,01
0100790531,"Centreville-Brent CCD, Bibb County, Alabama",12815.0,12728.0,87.0,007,90531,01
0100792601,"Piper-Coleanor CCD, Bibb County, Alabama",921.0,921.0,0.0,007,92601,01
0101192133,"Midway CCD, Bullock County, Alabama",1488.0,1460.0,28.0,011,92133,01
0101193249,"Union Springs CCD, Bullock County, Alabama",5608.0,5447.0,161.0,011,93249,01
0101191098,"Fitzpatrick CCD, Bullock County, Alabama",1321.0,1321.0,0.0,011,91098,01
0101191701,"Inverness CCD, Bullock County, Alabama",2061.0,2058.0,3.0,011,91701,01
0101591746,"Jacksonville CCD, Calhoun County, Alabama",18506.0,18185.0,321.0,015,91746,01
0101590585,"Choccolocco CCD, Calhoun County, Alabama",6962.0,6897.0,65.0,015,90585,01
0101592430,"Ohatchee CCD, Calhoun County, Alabama",4623.0,4601.0,22.0,015,92430,01
0101592556,"Piedmont CCD, Calhoun County, Alabama",6918.0,6855.0,63.0,015,92556,01
0101793393,"Waverly CCD, Chambers County, Alabama",1270.0,1270.0,0.0,017,93393,01
0101590099,"Anniston CCD, Calhoun County, Alabama",66449.0,63947.0,2502.0,015,90099,01
0101791107,"Five Points CCD, Chambers County, Alabama",2859.0,2859.0,0.0,017,91107,01
0101791827,"Lanett CCD, Chambers County, Alabama",10245.0,10124.0,121.0,017,91827,01
0101792169,"Milltown CCD, Chambers County, Alabama",796.0,796.0,0.0,017,92169,01
0101791818,"La Fayette CCD, Chambers County, Alabama",5122.0,5058.0,64.0,017,91818,01
0102590675,"Coffeeville CCD, Clarke County, Alabama",1362.0,1362.0,0.0,025,90675,01
0102591440,"Grove Hill CCD, Clarke County, Alabama",4948.0,4941.0,7.0,025,91440,01
0102591260,"Fulton CCD, Clarke County, Alabama",1281.0,1274.0,7.0,025,91260,01
0102593132,"Thomasville CCD, Clarke County, Alabama",6339.0,6285.0,54.0,025,93132,01
0105790279,"Berry CCD, Fayette County, Alabama",3856.0,3844.0,12.0,057,90279,01
0105791089,"Fayette CCD, Fayette County, Alabama",8090.0,8012.0,78.0,057,91089,01
0110192592,"Pine Level CCD, Montgomery County, Alabama",1332.0,1329.0,3.0,101,92592,01
0109590054,"Albertville-Boaz CCD, Marshall County, Alabama",40611.0,35316.0,5295.0,095,90054,01
0110192295,"Mount Meigs CCD, Montgomery County, Alabama",10787.0,10365.0,422.0,101,92295,01
0110192565,"Pike Road CCD, Montgomery County, Alabama",21871.0,19387.0,2484.0,101,92565,01
0110192214,"Montgomery CCD, Montgomery County, Alabama",183169.0,175773.0,7396.0,101,92214,01
0110192673,"Ramer CCD, Montgomery County, Alabama",2157.0,2157.0,0.0,101,92673,01
0110191665,"Hope Hull CCD, Montgomery County, Alabama",7804.0,7687.0,117.0,101,91665,01
0109590108,"Arab CCD, Marshall County, Alabama",15205.0,14990.0,215.0,095,90108,01
0109590918,"Douglas CCD, Marshall County, Alabama",5701.0,5194.0,507.0,095,90918,01
0109593240,"Union Grove CCD, Marshall County, Alabama",6779.0,6691.0,88.0,095,93240,01
0109591395,"Grant CCD, Marshall County, Alabama",9763.0,9729.0,34.0,095,91395,01
0109593150,"Town Creek CCD, Marshall County, Alabama",3160.0,3048.0,112.0,095,93150,01
0109591458,"Guntersville CCD, Marshall County, Alabama",13519.0,12893.0,626.0,095,91458,01
0100991557,"Hayden CCD, Blount County, Alabama",13463.0,13362.0,101.0,009,91557,01
0100991953,"Locust Fork CCD, Blount County, Alabama",8715.0,8551.0,164.0,009,91953,01
0100990414,"Brooksville CCD, Blount County, Alabama",4637.0,4485.0,152.0,009,90414,01
0100990639,"Cleveland CCD, Blount County, Alabama",3572.0,3272.0,300.0,009,90639,01
0100990612,"Clarence CCD, Blount County, Alabama",4937.0,4447.0,490.0,009,90612,01
0100990333,"Blountsville CCD, Blount County, Alabama",7526.0,7164.0,362.0,009,90333,01
0100992439,"Oneonta CCD, Blount County, Alabama",14817.0,13765.0,1052.0,009,92439,01
0106791584,"Headland-Newville CCD, Henry County, Alabama",8199.0,8123.0,76.0,067,91584,01
0106792907,"Shorterville CCD, Henry County, Alabama",2761.0,2728.0,33.0,067,92907,01
0106791485,"Haleburg CCD, Henry County, Alabama",1486.0,1406.0,80.0,067,91485,01
0108992052,"Madison CCD, Madison County, Alabama",42399.0,38888.0,3511.0,089,92052,01
0106790009,"Abbeville CCD, Henry County, Alabama",4664.0,4634.0,30.0,067,90009,01
0108992358,"New Market CCD, Madison County, Alabama",15322.0,15116.0,206.0,089,92358,01
0108991467,"Gurley CCD, Madison County, Alabama",18070.0,17730.0,340.0,089,91467,01
0108992061,"Madison Crossroads CCD, Madison County, Alabama",12115.0,11791.0,324.0,089,92061,01
0108992349,"New Hope CCD, Madison County, Alabama",14542.0,14039.0,503.0,089,92349,01
0108991674,"Huntsville CCD, Madison County, Alabama",225553.0,212131.0,13422.0,089,91674,01
0112390063,"Alexander City CCD, Tallapoosa County, Alabama",18921.0,18448.0,473.0,123,90063,01
0108991575,"Hazel Green CCD, Madison County, Alabama",11776.0,11509.0,267.0,089,91575,01
0100192106,"Marbury CCD, Autauga County, Alabama",6167.0,6115.0,52.0,001,92106,01
0100190315,"Billingsley CCD, Autauga County, Alabama",2796.0,2742.0,54.0,001,90315,01
0100192628,"Prattville CCD, Autauga County, Alabama",42920.0,41865.0,1055.0,001,92628,01
0100190171,"Autaugaville CCD, Autauga County, Alabama",3153.0,3151.0,2.0,001,90171,01
0112393096,"Tallassee CCD, Tallapoosa County, Alabama",6123.0,6110.0,13.0,123,93096,01
0112390819,"Dadeville CCD, Tallapoosa County, Alabama",11417.0,11374.0,43.0,123,90819,01
0112392367,"New Site CCD, Tallapoosa County, Alabama",2501.0,2493.0,8.0,123,92367,01
0112390468,"Camp Hill CCD, Tallapoosa County, Alabama",1794.0,1779.0,15.0,123,90468,01
0106191530,"Hartford CCD, Geneva County, Alabama",5643.0,5623.0,20.0,061,91530,01
0106192835,"Samson CCD, Geneva County, Alabama",4715.0,4609.0,106.0,061,92835,01
0106191305,"Geneva CCD, Geneva County, Alabama",5534.0,5408.0,126.0,061,91305,01
0106190252,"Bellwood-Coffee Springs CCD, Geneva County, Alabama",2388.0,2388.0,0.0,061,90252,01
0106192952,"Slocomb CCD, Geneva County, Alabama",8292.0,8155.0,137.0,061,92952,01
0113190045,"Alberta CCD, Wilcox County, Alabama",1530.0,1530.0,0.0,131,90045,01
0113192574,"Pine Apple CCD, Wilcox County, Alabama",789.0,789.0,0.0,131,92574,01
0113190459,"Camden CCD, Wilcox County, Alabama",4518.0,4518.0,0.0,131,90459,01
0113192583,"Pine Hill CCD, Wilcox County, Alabama",3244.0,3244.0,0.0,131,92583,01
0113190756,"Coy-Fatama CCD, Wilcox County, Alabama",838.0,838.0,0.0,131,90756,01
