geoid,name,total_population_16over,in_labor_force,civilian,civilian_employed,civilian_unemployed,armed_forces,not_in_labor_force,county,county subdivision,state
1300592562,"Rockingham CCD, Bacon County, Georgia",2421.0,1506.0,1506.0,1500.0,6.0,0.0,915.0,005,92562,13
1300190078,"Altamaha River CCD, Appling County, Georgia",2350.0,1399.0,1399.0,1262.0,137.0,0.0,951.0,001,90078,13
1300190240,"Baxley CCD, Appling County, Georgia",7960.0,3853.0,3853.0,3532.0,321.0,0.0,4107.0,001,90240,13
1300590072,"Alma CCD, Bacon County, Georgia",6204.0,2978.0,2978.0,2845.0,133.0,0.0,3226.0,005,90072,13
1302591500,"Hoboken CCD, Brantley County, Georgia",3915.0,2025.0,2025.0,1941.0,84.0,0.0,1890.0,025,91500,13
1302593306,"Waynesville CCD, Brantley County, Georgia",5225.0,2695.0,2695.0,2443.0,252.0,0.0,2530.0,025,93306,13
1302592124,"Nahunta CCD, Brantley County, Georgia",5245.0,2253.0,2253.0,2046.0,207.0,0.0,2992.0,025,92124,13
1301192803,"Southeast Banks CCD, Banks County, Georgia",2726.0,1404.0,1404.0,1158.0,246.0,0.0,1322.0,011,92803,13
1322392210,"North Paulding CCD, Paulding County, Georgia",29406.0,20288.0,20288.0,19398.0,890.0,0.0,9118.0,223,92210,13
1329591668,"LaFayette CCD, Walker County, Georgia",14864.0,8208.0,8208.0,7754.0,454.0,0.0,6656.0,295,91668,13
1301792433,"Queensland CCD, Ben Hill County, Georgia",1181.0,638.0,638.0,612.0,26.0,0.0,543.0,017,92433,13
1312992460,"Redbud CCD, Gordon County, Georgia",4996.0,2944.0,2944.0,2793.0,151.0,0.0,2052.0,129,92460,13
1331793275,"Washington CCD, Wilkes County, Georgia",5559.0,2909.0,2909.0,2673.0,236.0,0.0,2650.0,317,93275,13
1313192804,"Southeast Grady CCD, Grady County, Georgia",516.0,294.0,294.0,294.0,0.0,0.0,222.0,131,92804,13
1313192216,"Northwest Grady CCD, Grady County, Georgia",427.0,319.0,319.0,277.0,42.0,0.0,108.0,131,92216,13
1316793332,"West Johnson CCD, Johnson County, Georgia",1336.0,815.0,815.0,774.0,41.0,0.0,521.0,167,93332,13
1326990557,"Carsonville CCD, Taylor County, Georgia",1198.0,593.0,593.0,501.0,92.0,0.0,605.0,269,90557,13
1308590284,"Blacks Mill CCD, Dawson County, Georgia",12156.0,7697.0,7657.0,7176.0,481.0,40.0,4459.0,085,90284,13
1328992215,"North Twiggs CCD, Twiggs County, Georgia",3795.0,1575.0,1573.0,1495.0,78.0,2.0,2220.0,289,92215,13
1328992821,"South Twiggs CCD, Twiggs County, Georgia",3076.0,1196.0,1191.0,1096.0,95.0,5.0,1880.0,289,92821,13
1308792104,"Mount Pleasant CCD, Decatur County, Georgia",1133.0,625.0,625.0,588.0,37.0,0.0,508.0,087,92104,13
1318793024,"Three Sisters Mountain CCD, Lumpkin County, Georgia",11485.0,6291.0,6291.0,5980.0,311.0,0.0,5194.0,187,93024,13
