geoid,name,total_population_16over,in_labor_force,civilian,civilian_employed,civilian_unemployed,armed_forces,not_in_labor_force,county,county subdivision,state
4809791435,"Gainesville CCD, Cooke County, Texas",12350.0,8441.0,8441.0,7890.0,551.0,0.0,3909.0,097,91435,48
4848993205,"Raymondville CCD, Willacy County, Texas",10686.0,4622.0,4622.0,3878.0,744.0,0.0,6064.0,489,93205,48
4809793995,"Valley View CCD, Cooke County, Texas",3809.0,2492.0,2492.0,2304.0,188.0,0.0,1317.0,097,93995,48
4809791440,"Gainesville Southeast CCD, Cooke County, Texas",5918.0,2957.0,2957.0,2784.0,173.0,0.0,2961.0,097,91440,48
4809790580,"Callisburg CCD, Cooke County, Texas",4873.0,3115.0,3115.0,3078.0,37.0,0.0,1758.0,097,90580,48
4809792680,"Muenster CCD, Cooke County, Texas",3837.0,2742.0,2742.0,2668.0,74.0,0.0,1095.0,097,92680,48
4810790905,"Crosbyton CCD, Crosby County, Texas",1614.0,962.0,962.0,904.0,58.0,0.0,652.0,107,90905,48
4810793185,"Ralls CCD, Crosby County, Texas",1705.0,1081.0,1081.0,983.0,98.0,0.0,624.0,107,93185,48
4810792290,"Lorenzo CCD, Crosby County, Texas",1127.0,685.0,685.0,632.0,53.0,0.0,442.0,107,92290,48
4811592125,"Lamesa Southwest CCD, Dawson County, Texas",253.0,120.0,120.0,118.0,2.0,0.0,133.0,115,92125,48
4811592115,"Lamesa Northwest CCD, Dawson County, Texas",258.0,176.0,176.0,155.0,21.0,0.0,82.0,115,92115,48
4811592105,"Lamesa CCD, Dawson County, Texas",9192.0,4697.0,4697.0,4365.0,332.0,0.0,4495.0,115,92105,48
4811592120,"Lamesa Southeast CCD, Dawson County, Texas",247.0,134.0,134.0,134.0,0.0,0.0,113.0,115,92120,48
4811592110,"Lamesa Northeast CCD, Dawson County, Texas",317.0,196.0,196.0,196.0,0.0,0.0,121.0,115,92110,48
4815193275,"Roby CCD, Fisher County, Texas",1482.0,907.0,907.0,876.0,31.0,0.0,575.0,151,93275,48
4815193340,"Rotan CCD, Fisher County, Texas",1475.0,775.0,775.0,744.0,31.0,0.0,700.0,151,93340,48
4815192350,"McCaulley CCD, Fisher County, Texas",228.0,148.0,148.0,108.0,40.0,0.0,80.0,151,92350,48
4813193215,"Realitos-Concepcion CCD, Duval County, Texas",999.0,341.0,341.0,277.0,64.0,0.0,658.0,131,93215,48
4813190260,"Benavides CCD, Duval County, Texas",1941.0,1083.0,1083.0,961.0,122.0,0.0,858.0,131,90260,48
4813193420,"San Diego CCD, Duval County, Texas",3609.0,1713.0,1713.0,1424.0,289.0,0.0,1896.0,131,93420,48
4813191405,"Freer CCD, Duval County, Texas",2295.0,1435.0,1435.0,1288.0,147.0,0.0,860.0,131,91405,48
4805192890,"Old River CCD, Burleson County, Texas",2494.0,1660.0,1660.0,1569.0,91.0,0.0,834.0,051,92890,48
4805193610,"Somerville CCD, Burleson County, Texas",3354.0,1871.0,1871.0,1703.0,168.0,0.0,1483.0,051,93610,48
4805190570,"Caldwell CCD, Burleson County, Texas",7071.0,3963.0,3963.0,3690.0,273.0,0.0,3108.0,051,90570,48
4805190825,"Cooks Point CCD, Burleson County, Texas",1196.0,760.0,760.0,735.0,25.0,0.0,436.0,051,90825,48
4803190330,"Blanco CCD, Blanco County, Texas",4949.0,2904.0,2904.0,2702.0,202.0,0.0,2045.0,031,90330,48
4803191950,"Johnson City CCD, Blanco County, Texas",4300.0,2513.0,2510.0,2404.0,106.0,3.0,1787.0,031,91950,48
4824190520,"Buna CCD, Jasper County, Texas",8715.0,4031.0,4031.0,3626.0,405.0,0.0,4684.0,241,90520,48
4824191920,"Jasper CCD, Jasper County, Texas",13613.0,7585.0,7585.0,6782.0,803.0,0.0,6028.0,241,91920,48
4824192040,"Kirbyville CCD, Jasper County, Texas",5545.0,2366.0,2366.0,2133.0,233.0,0.0,3179.0,241,92040,48
4824592770,"Nome-China CCD, Jefferson County, Texas",8143.0,4790.0,4790.0,4567.0,223.0,0.0,3353.0,245,92770,48
