B19001H_001E,B19001H_002E,B19001H_003E,B19001H_004E,B19001H_005E,B19001H_006E,B19001H_007E,B19001H_008E,B19001H_009E,B19001H_010E,B19001H_011E,B19001H_012E,B19001H_013E,B19001H_014E,B19001H_015E,B19001H_016E,B19001H_017E,name,county,county subdivision,state
128.0,8.0,4.0,11.0,10.0,2.0,9.0,14.0,9.0,11.0,12.0,15.0,12.0,9.0,2.0,0.0,0.0,"St. Petersburg borough, Clarion County, Pennsylvania",031,67384,42
283.0,31.0,21.0,29.0,25.0,14.0,15.0,13.0,11.0,25.0,22.0,23.0,33.0,18.0,0.0,0.0,3.0,"Strattanville borough, Clarion County, Pennsylvania",031,74728,42
473.0,5.0,10.0,36.0,26.0,44.0,35.0,19.0,35.0,42.0,52.0,58.0,41.0,34.0,20.0,12.0,4.0,"Porter township, Clarion County, Pennsylvania",031,62144,42
3805.0,55.0,126.0,38.0,147.0,70.0,146.0,153.0,204.0,126.0,221.0,425.0,690.0,425.0,351.0,393.0,235.0,"Douglass township, Montgomery County, Pennsylvania",091,19672,42
4901.0,125.0,91.0,193.0,182.0,247.0,168.0,158.0,176.0,151.0,345.0,487.0,707.0,520.0,462.0,364.0,525.0,"East Norriton township, Montgomery County, Pennsylvania",091,21600,42
1730.0,20.0,39.0,76.0,16.0,49.0,57.0,37.0,167.0,47.0,95.0,110.0,356.0,217.0,113.0,151.0,180.0,"Lower Frederick township, Montgomery County, Pennsylvania",091,44912,42
4993.0,56.0,43.0,115.0,78.0,188.0,138.0,101.0,174.0,127.0,386.0,363.0,626.0,712.0,372.0,758.0,756.0,"Lower Salford township, Montgomery County, Pennsylvania",091,45096,42
998.0,35.0,50.0,21.0,29.0,28.0,66.0,45.0,82.0,32.0,80.0,95.0,161.0,116.0,45.0,72.0,41.0,"Rockledge borough, Montgomery County, Pennsylvania",091,65568,42
6187.0,291.0,157.0,183.0,298.0,121.0,90.0,131.0,118.0,116.0,296.0,649.0,837.0,714.0,578.0,721.0,887.0,"Springfield township, Montgomery County, Pennsylvania",091,73088,42
6440.0,198.0,106.0,257.0,189.0,233.0,242.0,158.0,157.0,278.0,552.0,582.0,778.0,673.0,469.0,758.0,810.0,"Towamencin township, Montgomery County, Pennsylvania",091,77152,42
285.0,17.0,12.0,14.0,12.0,19.0,26.0,18.0,4.0,14.0,33.0,51.0,40.0,7.0,10.0,3.0,5.0,"Manchester township, Wayne County, Pennsylvania",127,46856,42
524.0,37.0,18.0,6.0,22.0,36.0,15.0,38.0,37.0,27.0,30.0,47.0,81.0,46.0,47.0,15.0,22.0,"Dyberry township, Wayne County, Pennsylvania",127,20576,42
1561.0,88.0,66.0,43.0,78.0,72.0,26.0,69.0,89.0,23.0,224.0,258.0,230.0,130.0,95.0,8.0,62.0,"Paupack township, Wayne County, Pennsylvania",127,58480,42
99.0,2.0,7.0,4.0,4.0,8.0,9.0,1.0,3.0,9.0,7.0,13.0,13.0,10.0,5.0,0.0,4.0,"Prompton borough, Wayne County, Pennsylvania",127,62744,42
533.0,7.0,9.0,23.0,35.0,31.0,31.0,8.0,11.0,22.0,67.0,54.0,123.0,85.0,3.0,17.0,7.0,"South Canaan township, Wayne County, Pennsylvania",127,72024,42
209.0,15.0,12.0,16.0,6.0,13.0,16.0,7.0,8.0,6.0,19.0,25.0,37.0,19.0,4.0,2.0,4.0,"Buckingham township, Wayne County, Pennsylvania",127,09824,42
491.0,68.0,71.0,37.0,36.0,15.0,21.0,32.0,33.0,22.0,12.0,23.0,50.0,22.0,18.0,20.0,11.0,"Hawley borough, Wayne County, Pennsylvania",127,33200,42
565.0,30.0,31.0,40.0,50.0,13.0,25.0,27.0,24.0,37.0,62.0,47.0,98.0,39.0,18.0,15.0,9.0,"Mount Pleasant township, Wayne County, Pennsylvania",127,51872,42
81.0,2.0,1.0,2.0,5.0,4.0,2.0,1.0,1.0,3.0,2.0,23.0,25.0,4.0,2.0,2.0,2.0,"Starrucca borough, Wayne County, Pennsylvania",127,73784,42
420.0,25.0,18.0,7.0,19.0,26.0,16.0,19.0,36.0,45.0,16.0,61.0,70.0,49.0,10.0,3.0,0.0,"Waymart borough, Wayne County, Pennsylvania",127,81712,42
640.0,20.0,55.0,32.0,30.0,72.0,23.0,30.0,20.0,26.0,54.0,59.0,111.0,19.0,24.0,30.0,35.0,"Cherry Ridge township, Wayne County, Pennsylvania",127,13096,42
228.0,13.0,6.0,15.0,16.0,2.0,16.0,10.0,21.0,10.0,15.0,35.0,35.0,13.0,0.0,17.0,4.0,"Lebanon township, Wayne County, Pennsylvania",127,42176,42
285.0,12.0,19.0,19.0,20.0,27.0,7.0,23.0,14.0,12.0,14.0,26.0,37.0,26.0,20.0,7.0,2.0,"Oregon township, Wayne County, Pennsylvania",127,57000,42
338.0,23.0,23.0,11.0,2.0,20.0,27.0,16.0,20.0,7.0,30.0,52.0,47.0,40.0,6.0,14.0,0.0,"Preston township, Wayne County, Pennsylvania",127,62600,42
1579.0,10.0,102.0,172.0,74.0,91.0,94.0,144.0,109.0,123.0,90.0,180.0,154.0,116.0,85.0,35.0,0.0,"Salem township, Wayne County, Pennsylvania",127,67488,42
1468.0,14.0,60.0,68.0,63.0,49.0,40.0,81.0,36.0,51.0,164.0,217.0,328.0,112.0,75.0,41.0,69.0,"Damascus township, Wayne County, Pennsylvania",127,18104,42
328.0,26.0,3.0,23.0,24.0,19.0,23.0,8.0,18.0,10.0,53.0,32.0,31.0,15.0,20.0,17.0,6.0,"Canaan township, Wayne County, Pennsylvania",127,11056,42
1987.0,200.0,287.0,193.0,141.0,197.0,42.0,134.0,91.0,82.0,205.0,174.0,135.0,58.0,15.0,33.0,0.0,"Honesdale borough, Wayne County, Pennsylvania",127,35520,42
106.0,0.0,6.0,5.0,6.0,13.0,8.0,3.0,3.0,13.0,5.0,4.0,22.0,8.0,5.0,0.0,5.0,"Bethany borough, Wayne County, Pennsylvania",127,05976,42
934.0,17.0,46.0,77.0,49.0,26.0,43.0,33.0,85.0,42.0,45.0,129.0,135.0,94.0,43.0,47.0,23.0,"Texas township, Wayne County, Pennsylvania",127,76424,42
482.0,20.0,22.0,20.0,29.0,16.0,22.0,13.0,26.0,33.0,46.0,93.0,58.0,43.0,20.0,11.0,10.0,"Palmyra township, Wayne County, Pennsylvania",127,57736,42
