B19013I_001E,name,county,county subdivision,state
-666666666.0,"Rockingham CCD, Bacon County, Georgia",005,92562,13
-666666666.0,"Altamaha River CCD, Appling County, Georgia",001,90078,13
31484.0,"Baxley CCD, Appling County, Georgia",001,90240,13
27331.0,"Alma CCD, Bacon County, Georgia",005,90072,13
-666666666.0,"Hoboken CCD, Brantley County, Georgia",025,91500,13
-666666666.0,"Waynesville CCD, Brantley County, Georgia",025,93306,13
-666666666.0,"Nahunta CCD, Brantley County, Georgia",025,92124,13
-666666666.0,"Southeast Banks CCD, Banks County, Georgia",011,92803,13
97988.0,"North Paulding CCD, Paulding County, Georgia",223,92210,13
-666666666.0,"LaFayette CCD, Walker County, Georgia",295,91668,13
-666666666.0,"Queensland CCD, Ben Hill County, Georgia",017,92433,13
48311.0,"Redbud CCD, Gordon County, Georgia",129,92460,13
34148.0,"Washington CCD, Wilkes County, Georgia",317,93275,13
-666666666.0,"Southeast Grady CCD, Grady County, Georgia",131,92804,13
-666666666.0,"Northwest Grady CCD, Grady County, Georgia",131,92216,13
-666666666.0,"West Johnson CCD, Johnson County, Georgia",167,93332,13
-666666666.0,"Carsonville CCD, Taylor County, Georgia",269,90557,13
45536.0,"Blacks Mill CCD, Dawson County, Georgia",085,90284,13
-666666666.0,"North Twiggs CCD, Twiggs County, Georgia",289,92215,13
-666666666.0,"South Twiggs CCD, Twiggs County, Georgia",289,92821,13
-666666666.0,"Mount Pleasant CCD, Decatur County, Georgia",087,92104,13
41270.0,"Three Sisters Mountain CCD, Lumpkin County, Georgia",187,93024,13
15288.0,"Millen CCD, Jenkins County, Georgia",165,92019,13
40685.0,"South Jenkins CCD, Jenkins County, Georgia",165,92806,13
-666666666.0,"Salem CCD, Upson County, Georgia",293,92671,13
-666666666.0,"Cedar Crossing CCD, Toombs County, Georgia",279,90591,13
-666666666.0,"South Lincoln CCD, Lincoln County, Georgia",181,92807,13
42464.0,"Crawford CCD, Oglethorpe County, Georgia",221,90814,13
42647.0,"Macon East CCD, Bibb County, Georgia",021,91891,13
-666666666.0,"Vaughn CCD, Spalding County, Georgia",255,93180,13
42094.0,"Macon West CCD, Bibb County, Georgia",021,91892,13
-666666666.0,"Towalaga CCD, Spalding County, Georgia",255,93071,13
-666666666.0,"Digbey CCD, Spalding County, Georgia",255,90942,13
98527.0,"Gray-Macon East CCD, Jones County, Georgia",169,91351,13
-666666666.0,"Worthville CCD, Butts County, Georgia",035,93438,13
89583.0,"Southwest Butts CCD, Butts County, Georgia",035,92822,13
-666666666.0,"Eldorado CCD, Tift County, Georgia",277,91052,13
31250.0,"Milledgeville CCD, Baldwin County, Georgia",009,92015,13
36071.0,"Martin-Avalon CCD, Stephens County, Georgia",257,91934,13
-666666666.0,"Trenton CCD, Dade County, Georgia",083,93084,13
60291.0,"Grovetown-Harlem CCD, Columbia County, Georgia",073,91383,13
-666666666.0,"East Baldwin CCD, Baldwin County, Georgia",009,90992,13
-666666666.0,"Lookout Mountain CCD, Walker County, Georgia",295,91810,13
62823.0,"South Gilmer CCD, Gilmer County, Georgia",123,92805,13
-666666666.0,"North Gilmer CCD, Gilmer County, Georgia",123,92206,13
-666666666.0,"South Newton CCD, Newton County, Georgia",217,92810,13
56563.0,"Buford-Sugar Hill CCD, Gwinnett County, Georgia",135,90469,13
-666666666.0,"Coldwater CCD, Elbert County, Georgia",105,90719,13
53182.0,"Pooler-Bloomingdale CCD, Chatham County, Georgia",051,92393,13
84534.0,"Tybee Island-Wilmington Island CCD, Chatham County, Georgia",051,93127,13
-666666666.0,"East Lanier CCD, Lanier County, Georgia",173,91010,13
-666666666.0,"Big Satilla Creek CCD, Appling County, Georgia",001,90273,13
2499.0,"Surrency-Troper CCD, Appling County, Georgia",001,92905,13
10766.0,"Mountain City CCD, Rabun County, Georgia",241,92103,13
-666666666.0,"Northeast Bleckley CCD, Bleckley County, Georgia",023,92198,13
55410.0,"Peachtree City-Tyrone CCD, Fayette County, Georgia",113,92331,13
-666666666.0,"Jekyll Island CCD, Glynn County, Georgia",127,91599,13
53571.0,"Fort Benning CCD, Muscogee County, Georgia",215,91213,13
-666666666.0,"Sunset Village CCD, Upson County, Georgia",293,92902,13
27753.0,"Columbus West CCD, Muscogee County, Georgia",215,90753,13
41284.0,"Columbus East CCD, Muscogee County, Georgia",215,90751,13
63304.0,"Columbus North CCD, Muscogee County, Georgia",215,90752,13
-666666666.0,"North Marion CCD, Marion County, Georgia",197,92207,13
47341.0,"Douglasville-Lithia Springs CCD, Douglas County, Georgia",097,90974,13
