B19013B_001E,name,county,county subdivision,state
18684.0,"Louisville CCD, Barbour County, Alabama",005,91989,01
22037.0,"Eufaula CCD, Barbour County, Alabama",005,91017,01
26202.0,"Clayton CCD, Barbour County, Alabama",005,90630,01
20334.0,"Clio CCD, Barbour County, Alabama",005,90648,01
35058.0,"Bakerhill CCD, Barbour County, Alabama",005,90189,01
45568.0,"West Blocton CCD, Bibb County, Alabama",007,93438,01
32859.0,"Centreville-Brent CCD, Bibb County, Alabama",007,90531,01
-666666666.0,"Piper-Coleanor CCD, Bibb County, Alabama",007,92601,01
22625.0,"Midway CCD, Bullock County, Alabama",011,92133,01
24756.0,"Union Springs CCD, Bullock County, Alabama",011,93249,01
-666666666.0,"Fitzpatrick CCD, Bullock County, Alabama",011,91098,01
21585.0,"Inverness CCD, Bullock County, Alabama",011,91701,01
25859.0,"Jacksonville CCD, Calhoun County, Alabama",015,91746,01
-666666666.0,"Choccolocco CCD, Calhoun County, Alabama",015,90585,01
52054.0,"Ohatchee CCD, Calhoun County, Alabama",015,92430,01
40238.0,"Piedmont CCD, Calhoun County, Alabama",015,92556,01
24696.0,"Waverly CCD, Chambers County, Alabama",017,93393,01
28299.0,"Anniston CCD, Calhoun County, Alabama",015,90099,01
31771.0,"Five Points CCD, Chambers County, Alabama",017,91107,01
25850.0,"Lanett CCD, Chambers County, Alabama",017,91827,01
20227.0,"Milltown CCD, Chambers County, Alabama",017,92169,01
26649.0,"La Fayette CCD, Chambers County, Alabama",017,91818,01
24500.0,"Coffeeville CCD, Clarke County, Alabama",025,90675,01
29821.0,"Grove Hill CCD, Clarke County, Alabama",025,91440,01
30714.0,"Fulton CCD, Clarke County, Alabama",025,91260,01
21667.0,"Thomasville CCD, Clarke County, Alabama",025,93132,01
-666666666.0,"Berry CCD, Fayette County, Alabama",057,90279,01
27734.0,"Fayette CCD, Fayette County, Alabama",057,91089,01
20192.0,"Pine Level CCD, Montgomery County, Alabama",101,92592,01
47946.0,"Albertville-Boaz CCD, Marshall County, Alabama",095,90054,01
61167.0,"Mount Meigs CCD, Montgomery County, Alabama",101,92295,01
64273.0,"Pike Road CCD, Montgomery County, Alabama",101,92565,01
33567.0,"Montgomery CCD, Montgomery County, Alabama",101,92214,01
29077.0,"Ramer CCD, Montgomery County, Alabama",101,92673,01
25958.0,"Hope Hull CCD, Montgomery County, Alabama",101,91665,01
58229.0,"Arab CCD, Marshall County, Alabama",095,90108,01
-666666666.0,"Douglas CCD, Marshall County, Alabama",095,90918,01
-666666666.0,"Union Grove CCD, Marshall County, Alabama",095,93240,01
38107.0,"Grant CCD, Marshall County, Alabama",095,91395,01
-666666666.0,"Town Creek CCD, Marshall County, Alabama",095,93150,01
23971.0,"Guntersville CCD, Marshall County, Alabama",095,91458,01
-666666666.0,"Hayden CCD, Blount County, Alabama",009,91557,01
-666666666.0,"Locust Fork CCD, Blount County, Alabama",009,91953,01
-666666666.0,"Brooksville CCD, Blount County, Alabama",009,90414,01
-666666666.0,"Cleveland CCD, Blount County, Alabama",009,90639,01
-666666666.0,"Clarence CCD, Blount County, Alabama",009,90612,01
-666666666.0,"Blountsville CCD, Blount County, Alabama",009,90333,01
32328.0,"Oneonta CCD, Blount County, Alabama",009,92439,01
32264.0,"Headland-Newville CCD, Henry County, Alabama",067,91584,01
24914.0,"Shorterville CCD, Henry County, Alabama",067,92907,01
29688.0,"Haleburg CCD, Henry County, Alabama",067,91485,01
68014.0,"Madison CCD, Madison County, Alabama",089,92052,01
26509.0,"Abbeville CCD, Henry County, Alabama",067,90009,01
54224.0,"New Market CCD, Madison County, Alabama",089,92358,01
157000.0,"Gurley CCD, Madison County, Alabama",089,91467,01
44391.0,"Madison Crossroads CCD, Madison County, Alabama",089,92061,01
80568.0,"New Hope CCD, Madison County, Alabama",089,92349,01
33928.0,"Huntsville CCD, Madison County, Alabama",089,91674,01
22877.0,"Alexander City CCD, Tallapoosa County, Alabama",123,90063,01
49773.0,"Hazel Green CCD, Madison County, Alabama",089,91575,01
34178.0,"Marbury CCD, Autauga County, Alabama",001,92106,01
21528.0,"Billingsley CCD, Autauga County, Alabama",001,90315,01
31080.0,"Prattville CCD, Autauga County, Alabama",001,92628,01
16250.0,"Autaugaville CCD, Autauga County, Alabama",001,90171,01
-666666666.0,"Tallassee CCD, Tallapoosa County, Alabama",123,93096,01
19583.0,"Dadeville CCD, Tallapoosa County, Alabama",123,90819,01
25592.0,"New Site CCD, Tallapoosa County, Alabama",123,92367,01
28447.0,"Camp Hill CCD, Tallapoosa County, Alabama",123,90468,01
21000.0,"Hartford CCD, Geneva County, Alabama",061,91530,01
15000.0,"Samson CCD, Geneva County, Alabama",061,92835,01
26140.0,"Geneva CCD, Geneva County, Alabama",061,91305,01
39602.0,"Bellwood-Coffee Springs CCD, Geneva County, Alabama",061,90252,01
28482.0,"Slocomb CCD, Geneva County, Alabama",061,92952,01
15636.0,"Alberta CCD, Wilcox County, Alabama",131,90045,01
11776.0,"Pine Apple CCD, Wilcox County, Alabama",131,92574,01
27865.0,"Camden CCD, Wilcox County, Alabama",131,90459,01
23654.0,"Pine Hill CCD, Wilcox County, Alabama",131,92583,01
30833.0,"Coy-Fatama CCD, Wilcox County, Alabama",131,90756,01
23098.0,"Aliceville CCD, Pickens County, Alabama",107,90072,01
33460.0,"Tanner Williams CCD, Mobile County, Alabama",097,93105,01
-666666666.0,"Northeast Fayette CCD, Fayette County, Alabama",057,92380,01
-666666666.0,"Winfield-Glen Allen CCD, Fayette County, Alabama",057,93495,01
35197.0,"Valley CCD, Chambers County, Alabama",017,93272,01
18608.0,"Jackson CCD, Clarke County, Alabama",025,91726,01
18508.0,"Walker Springs CCD, Clarke County, Alabama",025,93362,01
59253.0,"Smiths Station CCD, Lee County, Alabama",081,92962,01
22439.0,"Mosses CCD, Lowndes County, Alabama",085,92245,01
51625.0,"Greensboro Northeast CCD, Hale County, Alabama",065,91414,01
24650.0,"Warriorstand-Creek Stand CCD, Macon County, Alabama",087,93376,01
21960.0,"Newbern CCD, Hale County, Alabama",065,92345,01
-666666666.0,"Greensboro South CCD, Hale County, Alabama",065,91415,01
29159.0,"Tuskegee CCD, Macon County, Alabama",087,93230,01
