B01002_001E,B01002_002E,B01002_003E,name,county,county subdivision,state
42.2,42.5,41.6,"Louisville CCD, Barbour County, Alabama",005,91989,01
36.5,33.6,39.2,"Eufaula CCD, Barbour County, Alabama",005,91017,01
40.1,38.7,50.0,"Clayton CCD, Barbour County, Alabama",005,90630,01
41.2,40.1,47.5,"Clio CCD, Barbour County, Alabama",005,90648,01
47.0,44.1,47.7,"Bakerhill CCD, Barbour County, Alabama",005,90189,01
38.3,35.0,40.7,"West Blocton CCD, Bibb County, Alabama",007,93438,01
39.8,37.1,44.8,"Centreville-Brent CCD, Bibb County, Alabama",007,90531,01
45.5,43.8,45.8,"Piper-Coleanor CCD, Bibb County, Alabama",007,92601,01
46.5,49.2,44.4,"Midway CCD, Bullock County, Alabama",011,92133,01
35.8,35.5,36.7,"Union Springs CCD, Bullock County, Alabama",011,93249,01
41.1,38.3,49.6,"Fitzpatrick CCD, Bullock County, Alabama",011,91098,01
46.5,45.8,49.7,"Inverness CCD, Bullock County, Alabama",011,91701,01
30.1,28.7,31.8,"Jacksonville CCD, Calhoun County, Alabama",015,91746,01
39.6,39.1,40.5,"Choccolocco CCD, Calhoun County, Alabama",015,90585,01
44.6,44.1,45.3,"Ohatchee CCD, Calhoun County, Alabama",015,92430,01
43.9,41.4,45.4,"Piedmont CCD, Calhoun County, Alabama",015,92556,01
57.0,55.8,58.6,"Waverly CCD, Chambers County, Alabama",017,93393,01
39.9,38.1,41.3,"Anniston CCD, Calhoun County, Alabama",015,90099,01
46.3,47.7,43.9,"Five Points CCD, Chambers County, Alabama",017,91107,01
44.3,42.5,45.2,"Lanett CCD, Chambers County, Alabama",017,91827,01
48.4,47.1,49.0,"Milltown CCD, Chambers County, Alabama",017,92169,01
45.2,44.7,46.1,"La Fayette CCD, Chambers County, Alabama",017,91818,01
37.5,42.9,35.7,"Coffeeville CCD, Clarke County, Alabama",025,90675,01
47.7,47.2,48.2,"Grove Hill CCD, Clarke County, Alabama",025,91440,01
51.7,48.0,52.8,"Fulton CCD, Clarke County, Alabama",025,91260,01
41.0,42.1,40.5,"Thomasville CCD, Clarke County, Alabama",025,93132,01
42.3,42.5,42.2,"Berry CCD, Fayette County, Alabama",057,90279,01
44.1,40.0,46.5,"Fayette CCD, Fayette County, Alabama",057,91089,01
55.0,49.0,58.1,"Pine Level CCD, Montgomery County, Alabama",101,92592,01
33.7,32.1,34.8,"Albertville-Boaz CCD, Marshall County, Alabama",095,90054,01
36.4,35.1,37.7,"Mount Meigs CCD, Montgomery County, Alabama",101,92295,01
36.2,36.4,36.1,"Pike Road CCD, Montgomery County, Alabama",101,92565,01
35.1,33.0,36.7,"Montgomery CCD, Montgomery County, Alabama",101,92214,01
51.8,50.7,52.5,"Ramer CCD, Montgomery County, Alabama",101,92673,01
47.5,44.8,49.1,"Hope Hull CCD, Montgomery County, Alabama",101,91665,01
42.1,37.5,44.9,"Arab CCD, Marshall County, Alabama",095,90108,01
40.6,41.0,40.2,"Douglas CCD, Marshall County, Alabama",095,90918,01
45.5,43.1,49.2,"Union Grove CCD, Marshall County, Alabama",095,93240,01
45.6,45.4,45.8,"Grant CCD, Marshall County, Alabama",095,91395,01
40.2,37.7,40.5,"Town Creek CCD, Marshall County, Alabama",095,93150,01
42.9,42.1,44.0,"Guntersville CCD, Marshall County, Alabama",095,91458,01
39.7,40.3,39.0,"Hayden CCD, Blount County, Alabama",009,91557,01
44.4,43.8,45.1,"Locust Fork CCD, Blount County, Alabama",009,91953,01
39.3,35.7,41.6,"Brooksville CCD, Blount County, Alabama",009,90414,01
38.9,37.6,41.8,"Cleveland CCD, Blount County, Alabama",009,90639,01
40.6,39.3,42.9,"Clarence CCD, Blount County, Alabama",009,90612,01
41.4,37.4,45.6,"Blountsville CCD, Blount County, Alabama",009,90333,01
40.2,39.7,40.9,"Oneonta CCD, Blount County, Alabama",009,92439,01
40.6,39.2,41.1,"Headland-Newville CCD, Henry County, Alabama",067,91584,01
56.5,56.2,56.7,"Shorterville CCD, Henry County, Alabama",067,92907,01
40.7,37.7,50.4,"Haleburg CCD, Henry County, Alabama",067,91485,01
37.8,34.9,40.2,"Madison CCD, Madison County, Alabama",089,92052,01
43.7,39.8,46.2,"Abbeville CCD, Henry County, Alabama",067,90009,01
41.2,39.3,42.4,"New Market CCD, Madison County, Alabama",089,92358,01
41.3,42.3,41.0,"Gurley CCD, Madison County, Alabama",089,91467,01
36.5,34.1,40.2,"Madison Crossroads CCD, Madison County, Alabama",089,92061,01
45.7,45.6,46.0,"New Hope CCD, Madison County, Alabama",089,92349,01
37.6,36.1,39.1,"Huntsville CCD, Madison County, Alabama",089,91674,01
41.1,41.8,40.8,"Alexander City CCD, Tallapoosa County, Alabama",123,90063,01
40.8,41.3,40.3,"Hazel Green CCD, Madison County, Alabama",089,91575,01
35.8,35.2,38.0,"Marbury CCD, Autauga County, Alabama",001,92106,01
40.8,37.6,42.8,"Billingsley CCD, Autauga County, Alabama",001,90315,01
37.7,36.7,38.8,"Prattville CCD, Autauga County, Alabama",001,92628,01
43.5,46.2,42.8,"Autaugaville CCD, Autauga County, Alabama",001,90171,01
38.1,33.6,41.0,"Tallassee CCD, Tallapoosa County, Alabama",123,93096,01
51.1,49.9,52.0,"Dadeville CCD, Tallapoosa County, Alabama",123,90819,01
42.8,41.9,43.9,"New Site CCD, Tallapoosa County, Alabama",123,92367,01
39.9,40.3,38.7,"Camp Hill CCD, Tallapoosa County, Alabama",123,90468,01
44.0,42.0,48.0,"Hartford CCD, Geneva County, Alabama",061,91530,01
44.2,41.7,46.2,"Samson CCD, Geneva County, Alabama",061,92835,01
39.1,40.3,37.9,"Geneva CCD, Geneva County, Alabama",061,91305,01
43.2,43.9,42.7,"Bellwood-Coffee Springs CCD, Geneva County, Alabama",061,90252,01
43.2,42.5,43.9,"Slocomb CCD, Geneva County, Alabama",061,92952,01
36.7,49.1,20.8,"Alberta CCD, Wilcox County, Alabama",131,90045,01
40.9,39.5,42.5,"Pine Apple CCD, Wilcox County, Alabama",131,92574,01
41.4,39.4,43.9,"Camden CCD, Wilcox County, Alabama",131,90459,01
40.7,37.9,41.6,"Pine Hill CCD, Wilcox County, Alabama",131,92583,01
37.7,33.0,45.4,"Coy-Fatama CCD, Wilcox County, Alabama",131,90756,01
38.6,35.0,44.8,"Aliceville CCD, Pickens County, Alabama",107,90072,01
35.6,35.2,36.1,"Tanner Williams CCD, Mobile County, Alabama",097,93105,01
44.2,47.3,41.9,"Northeast Fayette CCD, Fayette County, Alabama",057,92380,01
43.8,40.2,47.0,"Winfield-Glen Allen CCD, Fayette County, Alabama",057,93495,01
37.1,35.0,39.5,"Valley CCD, Chambers County, Alabama",017,93272,01
39.6,37.0,41.9,"Jackson CCD, Clarke County, Alabama",025,91726,01
39.3,39.2,39.4,"Walker Springs CCD, Clarke County, Alabama",025,93362,01
36.8,35.5,37.8,"Smiths Station CCD, Lee County, Alabama",081,92962,01
40.7,36.8,45.6,"Mosses CCD, Lowndes County, Alabama",085,92245,01
41.2,41.6,39.7,"Greensboro Northeast CCD, Hale County, Alabama",065,91414,01
52.3,45.4,57.4,"Warriorstand-Creek Stand CCD, Macon County, Alabama",087,93376,01
43.2,35.0,50.3,"Newbern CCD, Hale County, Alabama",065,92345,01
49.4,55.0,44.5,"Greensboro South CCD, Hale County, Alabama",065,91415,01
31.2,29.2,32.5,"Tuskegee CCD, Macon County, Alabama",087,93230,01
44.0,39.8,50.6,"Renfroe-Laniers CCD, Talladega County, Alabama",121,92709,01
40.7,38.9,42.4,"Quinton-Wegra CCD, Walker County, Alabama",127,92642,01
42.0,35.3,45.0,"Rose Hill-Gantt CCD, Covington County, Alabama",039,92781,01
41.6,41.7,41.4,"Alexandria-Webster Chapel CCD, Calhoun County, Alabama",015,90066,01
47.6,47.7,47.4,"Spring Garden CCD, Cherokee County, Alabama",019,92983,01
