B19013H_001E,name,county,county subdivision,state
51250.0,"Cunningham CCD, Carlisle County, Kentucky",039,90968,21
44800.0,"Prestonville CCD, Carroll County, Kentucky",041,92840,21
35543.0,"Arlington CCD, Carlisle County, Kentucky",039,90080,21
44145.0,"Carrollton CCD, Carroll County, Kentucky",041,90608,21
39435.0,"Kirkmansville CCD, Todd County, Kentucky",219,91928,21
35893.0,"Bardwell CCD, Carlisle County, Kentucky",039,90160,21
40677.0,"Ravenna CCD, Estill County, Kentucky",065,92888,21
27549.0,"Albany CCD, Clinton County, Kentucky",053,90032,21
36786.0,"Cumberland City CCD, Clinton County, Kentucky",053,90944,21
28325.0,"Irvine CCD, Estill County, Kentucky",065,91816,21
51885.0,"Warsaw CCD, Gallatin County, Kentucky",077,93616,21
45221.0,"Paint Lick CCD, Garrard County, Kentucky",079,92664,21
40659.0,"Lancaster CCD, Garrard County, Kentucky",079,91976,21
60197.0,"Bryantsville CCD, Garrard County, Kentucky",079,90400,21
60778.0,"Salvisa-McAfee CCD, Mercer County, Kentucky",167,93064,21
61399.0,"Butler CCD, Pendleton County, Kentucky",191,90472,21
58571.0,"Burgin CCD, Mercer County, Kentucky",167,90424,21
41200.0,"Harrodsburg CCD, Mercer County, Kentucky",167,91624,21
36233.0,"Falmouth CCD, Pendleton County, Kentucky",191,91200,21
32361.0,"Mount Olivet CCD, Robertson County, Kentucky",201,92408,21
41667.0,"Bryan CCD, Russell County, Kentucky",207,90384,21
36875.0,"Eli CCD, Russell County, Kentucky",207,91120,21
49972.0,"Springfield CCD, Washington County, Kentucky",229,93328,21
33750.0,"Jamestown CCD, Russell County, Kentucky",207,91864,21
34628.0,"Russell Springs CCD, Russell County, Kentucky",207,92984,21
58141.0,"Taylorsville CCD, Spencer County, Kentucky",215,93448,21
46438.0,"Willisburg CCD, Washington County, Kentucky",229,93728,21
40833.0,"Sharpsburg CCD, Bath County, Kentucky",011,93144,21
33283.0,"Salt Lick CCD, Bath County, Kentucky",011,93056,21
42535.0,"Owingsville CCD, Bath County, Kentucky",011,92640,21
40719.0,"Wickliffe CCD, Ballard County, Kentucky",007,93696,21
47639.0,"Barlow CCD, Ballard County, Kentucky",007,90168,21
48018.0,"La Center CCD, Ballard County, Kentucky",007,91952,21
44896.0,"Rocky Hill CCD, Barren County, Kentucky",009,92944,21
37866.0,"Glasgow CCD, Barren County, Kentucky",009,91408,21
49821.0,"Tracy CCD, Barren County, Kentucky",009,93496,21
39550.0,"Cave City CCD, Barren County, Kentucky",009,90640,21
55550.0,"Hiseville CCD, Barren County, Kentucky",009,91744,21
47500.0,"Temple Hill CCD, Barren County, Kentucky",009,93464,21
44231.0,"Junction City CCD, Boyle County, Kentucky",021,91896,21
42886.0,"Danville CCD, Boyle County, Kentucky",021,91000,21
53424.0,"Perryville CCD, Boyle County, Kentucky",021,92744,21
42120.0,"Gresham CCD, Green County, Kentucky",087,91536,21
29859.0,"Greensburg CCD, Green County, Kentucky",087,91504,21
45556.0,"Donansburg CCD, Green County, Kentucky",087,91064,21
38634.0,"Summersville CCD, Green County, Kentucky",087,93408,21
43281.0,"Patesville CCD, Hancock County, Kentucky",091,92696,21
52299.0,"Lewisport CCD, Hancock County, Kentucky",091,92032,21
50481.0,"Hawesville CCD, Hancock County, Kentucky",091,91640,21
24036.0,"Cawood CCD, Harlan County, Kentucky",095,90648,21
24288.0,"Harlan CCD, Harlan County, Kentucky",095,91608,21
19872.0,"Alva CCD, Harlan County, Kentucky",095,90056,21
28631.0,"Wallins Creek CCD, Harlan County, Kentucky",095,93584,21
32031.0,"Poor Fork CCD, Harlan County, Kentucky",095,92824,21
22963.0,"Pine Mountain CCD, Harlan County, Kentucky",095,92792,21
25409.0,"Cumberland CCD, Harlan County, Kentucky",095,90936,21
28663.0,"Warfield CCD, Martin County, Kentucky",159,93600,21
40794.0,"Sonora CCD, Hardin County, Kentucky",093,93264,21
38672.0,"West Point CCD, Hardin County, Kentucky",093,93664,21
55634.0,"Elizabethtown CCD, Hardin County, Kentucky",093,91128,21
50751.0,"Radcliff CCD, Hardin County, Kentucky",093,92880,21
54038.0,"Summit CCD, Hardin County, Kentucky",093,93416,21
67009.0,"Cecilia CCD, Hardin County, Kentucky",093,90656,21
35461.0,"Waynesburg CCD, Lincoln County, Kentucky",137,93632,21
37364.0,"Crab Orchard CCD, Lincoln County, Kentucky",137,90888,21
42279.0,"Hustonville CCD, Lincoln County, Kentucky",137,91792,21
37690.0,"Stanford CCD, Lincoln County, Kentucky",137,93344,21
44417.0,"Calhoun CCD, McLean County, Kentucky",149,90496,21
53869.0,"Sacramento CCD, McLean County, Kentucky",149,93000,21
44375.0,"Island CCD, McLean County, Kentucky",149,91832,21
45972.0,"Livermore CCD, McLean County, Kentucky",149,92056,21
36118.0,"Fountain Run CCD, Monroe County, Kentucky",171,91312,21
33466.0,"Tompkinsville CCD, Monroe County, Kentucky",171,93488,21
42197.0,"Beaver Dam CCD, Ohio County, Kentucky",183,90200,21
37989.0,"Hartford CCD, Ohio County, Kentucky",183,91632,21
33843.0,"Horse Branch CCD, Ohio County, Kentucky",183,91776,21
42692.0,"Fordsville CCD, Ohio County, Kentucky",183,91280,21
47195.0,"Heflin-Beda CCD, Ohio County, Kentucky",183,91688,21
32876.0,"Clay City CCD, Powell County, Kentucky",197,90728,21
42419.0,"Centertown CCD, Ohio County, Kentucky",183,90672,21
46641.0,"McHenry-Rockport CCD, Ohio County, Kentucky",183,92144,21
39583.0,"Stanton CCD, Powell County, Kentucky",197,93352,21
43384.0,"Morganfield CCD, Union County, Kentucky",225,92384,21
52681.0,"Sturgis CCD, Union County, Kentucky",225,93384,21
36146.0,"Uniontown CCD, Union County, Kentucky",225,93536,21
43542.0,"Sebree CCD, Webster County, Kentucky",233,93120,21
37802.0,"Clay CCD, Webster County, Kentucky",233,90720,21
29279.0,"Providence CCD, Webster County, Kentucky",233,92856,21
49211.0,"Dixon CCD, Webster County, Kentucky",233,91056,21
47833.0,"Princeton CCD, Caldwell County, Kentucky",033,92848,21
52917.0,"Fredonia CCD, Caldwell County, Kentucky",033,91336,21
36948.0,"Murray CCD, Calloway County, Kentucky",035,92480,21
47204.0,"Shiloh CCD, Calloway County, Kentucky",035,93176,21
53012.0,"Kirksey CCD, Calloway County, Kentucky",035,91936,21
44606.0,"New Concord CCD, Calloway County, Kentucky",035,92512,21
32926.0,"Liberty CCD, Casey County, Kentucky",045,92040,21
35250.0,"Clementsville CCD, Casey County, Kentucky",045,90736,21
31023.0,"Dunnville CCD, Casey County, Kentucky",045,91088,21
35227.0,"Middleburg CCD, Casey County, Kentucky",045,92296,21
57849.0,"Brandenburg CCD, Meade County, Kentucky",163,90328,21
49929.0,"Cerulean CCD, Trigg County, Kentucky",221,90687,21
-666666666.0,"Land Between the Lakes CCD, Trigg County, Kentucky",221,91980,21
42005.0,"Mount Hermon CCD, Monroe County, Kentucky",171,92400,21
47602.0,"Goforth-Locust Grove CCD, Pendleton County, Kentucky",191,91420,21
55179.0,"Canton CCD, Trigg County, Kentucky",221,90588,21
41572.0,"Jeffersonville CCD, Montgomery County, Kentucky",173,91872,21
-666666666.0,"Fort Campbell CCD, Trigg County, Kentucky",221,91290,21
59375.0,"East Simpson CCD, Simpson County, Kentucky",213,91101,21
45469.0,"Mammoth Cave CCD, Edmonson County, Kentucky",061,92212,21
-666666666.0,"Kentucky Bend CCD, Fulton County, Kentucky",075,91918,21
33629.0,"Annville CCD, Jackson County, Kentucky",109,90076,21
40726.0,"Sandgap CCD, Jackson County, Kentucky",109,93080,21
51706.0,"Hilda-Triplett CCD, Rowan County, Kentucky",205,91725,21
55477.0,"Newport-Fort Thomas CCD, Campbell County, Kentucky",037,92545,21
79593.0,"South Woodford CCD, Woodford County, Kentucky",239,93308,21
40278.0,"Fort Campbell CCD, Christian County, Kentucky",047,91288,21
45008.0,"Hopkinsville CCD, Christian County, Kentucky",047,91768,21
45283.0,"Crofton CCD, Christian County, Kentucky",047,90928,21
57098.0,"LaFayette CCD, Christian County, Kentucky",047,91960,21
41082.0,"Owensboro CCD, Daviess County, Kentucky",059,92624,21
37232.0,"Millerstown CCD, Grayson County, Kentucky",085,92336,21
37159.0,"Caneyville CCD, Grayson County, Kentucky",085,90560,21
43750.0,"Short Creek CCD, Grayson County, Kentucky",085,93192,21
36020.0,"Clarkson CCD, Grayson County, Kentucky",085,90704,21
60361.0,"Hebbardsville-Robards CCD, Henderson County, Kentucky",101,91672,21
33403.0,"Leitchfield CCD, Grayson County, Kentucky",085,92016,21
34413.0,"Henderson CCD, Henderson County, Kentucky",101,91704,21
46476.0,"Corydon CCD, Henderson County, Kentucky",101,90848,21
57618.0,"Spottsville CCD, Henderson County, Kentucky",101,93320,21
49196.0,"Pleasureville CCD, Henry County, Kentucky",103,92816,21
51250.0,"Campbellsburg CCD, Henry County, Kentucky",103,90520,21
52278.0,"New Castle CCD, Henry County, Kentucky",103,92504,21
53052.0,"Eminence CCD, Henry County, Kentucky",103,91152,21
54618.0,"Nebo CCD, Hopkins County, Kentucky",107,92496,21
37353.0,"St. Charles CCD, Hopkins County, Kentucky",107,93016,21
45637.0,"Nortonville CCD, Hopkins County, Kentucky",107,92584,21
57147.0,"Hanson CCD, Hopkins County, Kentucky",107,91576,21
38047.0,"Dawson Springs CCD, Hopkins County, Kentucky",107,91024,21
46318.0,"Madisonville CCD, Hopkins County, Kentucky",107,92176,21
28608.0,"McKee CCD, Jackson County, Kentucky",109,92152,21
29832.0,"North Corbin CCD, Laurel County, Kentucky",125,92568,21
30863.0,"East Bernstadt CCD, Laurel County, Kentucky",125,91096,21
29694.0,"Camp Ground CCD, Laurel County, Kentucky",125,90536,21
42542.0,"Keavy CCD, Laurel County, Kentucky",125,91904,21
47473.0,"Bush CCD, Laurel County, Kentucky",125,90464,21
58429.0,"Greenmount-Langnau CCD, Laurel County, Kentucky",125,91496,21
39935.0,"London CCD, Laurel County, Kentucky",125,92072,21
39167.0,"Colony CCD, Laurel County, Kentucky",125,90768,21
50181.0,"Benton CCD, Marshall County, Kentucky",157,90216,21
51343.0,"Calvert City CCD, Marshall County, Kentucky",157,90512,21
39905.0,"Fairdealing CCD, Marshall County, Kentucky",157,91192,21
52066.0,"Flaherty CCD, Meade County, Kentucky",163,91248,21
54045.0,"Battletown-Payneville CCD, Meade County, Kentucky",163,90176,21
42991.0,"Mount Sterling CCD, Montgomery County, Kentucky",173,92416,21
40290.0,"Carlisle CCD, Nicholas County, Kentucky",181,90592,21
40347.0,"Headquarters CCD, Nicholas County, Kentucky",181,91664,21
108021.0,"Pewee Valley CCD, Oldham County, Kentucky",185,92752,21
72238.0,"La Grange CCD, Oldham County, Kentucky",185,91968,21
51688.0,"Monterey-New Columbus CCD, Owen County, Kentucky",187,92360,21
41042.0,"Owenton CCD, Owen County, Kentucky",187,92632,21
50306.0,"New Liberty CCD, Owen County, Kentucky",187,92528,21
