B01001_001E,B01001_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_026E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,name,county,county subdivision,state
276,145.0,0.0,5.0,0.0,0.0,22.0,0.0,25.0,0.0,16.0,4.0,11.0,0.0,6.0,28.0,9.0,5.0,5.0,5.0,0.0,0.0,0.0,4.0,0.0,131.0,9.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,17.0,22.0,13.0,17.0,11.0,0.0,11.0,0.0,0.0,5.0,0.0,0.0,"Liberty township, Plymouth County, Iowa",149,92484,19
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Sioux City city, Plymouth County, Iowa",149,93925,19
134,75.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,18.0,0.0,0.0,0.0,9.0,0.0,5.0,11.0,12.0,0.0,0.0,0.0,0.0,59.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10.0,0.0,0.0,5.0,15.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,"Union township, Plymouth County, Iowa",149,94254,19
156,97.0,23.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,27.0,3.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,59.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,24.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,"Henry township, Plymouth County, Iowa",149,91908,19
107,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,12.0,0.0,8.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,13.0,6.0,6.0,7.0,0.0,"Preston township, Plymouth County, Iowa",149,93507,19
1871,839.0,47.0,50.0,99.0,28.0,19.0,0.0,6.0,64.0,37.0,36.0,31.0,36.0,80.0,38.0,110.0,7.0,15.0,20.0,17.0,40.0,5.0,32.0,22.0,1032.0,83.0,77.0,75.0,61.0,28.0,4.0,25.0,42.0,23.0,57.0,65.0,40.0,74.0,87.0,34.0,16.0,36.0,20.0,47.0,30.0,12.0,27.0,69.0,"Remsen township, Plymouth County, Iowa",149,93564,19
259,143.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,28.0,17.0,39.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,37.0,17.0,0.0,9.0,6.0,0.0,0.0,0.0,8.0,0.0,"Johnson township, Plymouth County, Iowa",149,92274,19
576,289.0,16.0,15.0,20.0,31.0,0.0,2.0,0.0,0.0,12.0,8.0,19.0,10.0,23.0,22.0,16.0,14.0,12.0,6.0,21.0,11.0,20.0,8.0,3.0,287.0,23.0,27.0,49.0,2.0,0.0,0.0,0.0,0.0,11.0,4.0,20.0,16.0,25.0,9.0,12.0,10.0,14.0,7.0,11.0,11.0,22.0,8.0,6.0,"Marion township, Plymouth County, Iowa",149,92865,19
233,118.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,11.0,1.0,30.0,14.0,3.0,8.0,2.0,10.0,9.0,6.0,1.0,6.0,115.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,2.0,12.0,16.0,31.0,9.0,9.0,2.0,0.0,8.0,3.0,2.0,1.0,"Washington township, Plymouth County, Iowa",149,94545,19
196,89.0,0.0,0.0,5.0,0.0,7.0,8.0,0.0,7.0,0.0,3.0,7.0,9.0,6.0,5.0,18.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,6.0,107.0,0.0,6.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,6.0,18.0,0.0,5.0,5.0,4.0,5.0,0.0,7.0,0.0,"Lincoln township, Plymouth County, Iowa",149,92589,19
