B01001_001E,B01001_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_026E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,name,county,county subdivision,state
164,76.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,0.0,0.0,8.0,0.0,0.0,0.0,33.0,3.0,9.0,3.0,0.0,88.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,14.0,0.0,3.0,8.0,0.0,0.0,0.0,25.0,7.0,8.0,8.0,0.0,"Enterprise township, Linn County, Missouri",115,22438,29
179,78.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,7.0,11.0,7.0,0.0,10.0,3.0,0.0,13.0,4.0,0.0,0.0,101.0,11.0,10.0,6.0,2.0,13.0,0.0,6.0,8.0,8.0,0.0,0.0,3.0,4.0,0.0,12.0,0.0,3.0,0.0,3.0,7.0,5.0,0.0,0.0,"Grantsville township, Linn County, Missouri",115,28612,29
94,59.0,0.0,9.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,11.0,0.0,3.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,35.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0,3.0,5.0,0.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,"North Salem township, Linn County, Missouri",115,53300,29
422,191.0,1.0,10.0,17.0,3.0,0.0,0.0,3.0,8.0,8.0,5.0,10.0,9.0,13.0,35.0,26.0,5.0,3.0,7.0,7.0,10.0,4.0,4.0,3.0,231.0,3.0,12.0,21.0,9.0,5.0,3.0,7.0,17.0,1.0,12.0,24.0,5.0,24.0,15.0,16.0,8.0,6.0,2.0,3.0,22.0,1.0,9.0,6.0,"Benton township, Linn County, Missouri",115,04726,29
155,79.0,2.0,3.0,9.0,12.0,0.0,0.0,3.0,11.0,3.0,0.0,0.0,10.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,76.0,7.0,9.0,2.0,7.0,2.0,0.0,0.0,9.0,1.0,3.0,0.0,9.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,"Jackson township, Linn County, Missouri",115,35864,29
803,415.0,22.0,58.0,34.0,11.0,10.0,9.0,3.0,17.0,16.0,43.0,20.0,16.0,16.0,25.0,22.0,13.0,16.0,12.0,19.0,15.0,8.0,7.0,3.0,388.0,27.0,14.0,18.0,10.0,5.0,0.0,3.0,28.0,11.0,51.0,13.0,28.0,22.0,29.0,39.0,21.0,7.0,5.0,19.0,11.0,7.0,10.0,10.0,"Parson Creek township, Linn County, Missouri",115,56378,29
399,185.0,18.0,16.0,12.0,0.0,0.0,0.0,0.0,17.0,0.0,25.0,6.0,5.0,15.0,7.0,22.0,0.0,0.0,10.0,13.0,7.0,0.0,12.0,0.0,214.0,38.0,11.0,12.0,11.0,0.0,0.0,0.0,0.0,15.0,16.0,6.0,11.0,6.0,12.0,3.0,9.0,0.0,17.0,18.0,6.0,15.0,0.0,8.0,"Yellow Creek township, Linn County, Missouri",115,81304,29
5289,2643.0,267.0,163.0,280.0,82.0,67.0,6.0,22.0,126.0,125.0,128.0,171.0,194.0,114.0,183.0,83.0,55.0,194.0,34.0,51.0,122.0,90.0,59.0,27.0,2646.0,243.0,87.0,113.0,122.0,47.0,62.0,21.0,156.0,119.0,122.0,135.0,198.0,204.0,141.0,219.0,104.0,98.0,15.0,111.0,162.0,54.0,21.0,92.0,"Willow Springs township, Howell County, Missouri",091,80116,29
1750,919.0,28.0,51.0,44.0,33.0,37.0,31.0,15.0,24.0,27.0,17.0,22.0,59.0,113.0,88.0,91.0,19.0,75.0,32.0,4.0,37.0,29.0,29.0,14.0,831.0,29.0,28.0,41.0,44.0,0.0,8.0,30.0,5.0,29.0,32.0,14.0,38.0,111.0,66.0,87.0,30.0,29.0,14.0,92.0,0.0,64.0,40.0,0.0,"Benton township, Howell County, Missouri",091,04690,29
1305,625.0,53.0,42.0,0.0,0.0,13.0,18.0,10.0,11.0,76.0,31.0,24.0,28.0,76.0,86.0,41.0,27.0,17.0,27.0,26.0,15.0,0.0,0.0,4.0,680.0,68.0,20.0,102.0,19.0,0.0,0.0,0.0,17.0,98.0,23.0,16.0,30.0,51.0,79.0,54.0,14.0,18.0,34.0,0.0,22.0,15.0,0.0,0.0,"South Fork township, Howell County, Missouri",091,68780,29
1680,860.0,75.0,64.0,79.0,10.0,26.0,0.0,28.0,33.0,52.0,48.0,71.0,51.0,10.0,80.0,67.0,0.0,9.0,15.0,33.0,31.0,31.0,16.0,31.0,820.0,56.0,54.0,11.0,21.0,6.0,12.0,0.0,32.0,31.0,58.0,85.0,43.0,32.0,59.0,73.0,19.0,49.0,27.0,29.0,56.0,35.0,13.0,19.0,"Dry Creek township, Howell County, Missouri",091,20188,29
19601,9647.0,685.0,547.0,757.0,439.0,185.0,42.0,202.0,459.0,761.0,661.0,529.0,472.0,473.0,640.0,656.0,210.0,271.0,256.0,267.0,473.0,265.0,124.0,273.0,9954.0,527.0,690.0,656.0,367.0,185.0,238.0,85.0,360.0,612.0,557.0,429.0,578.0,548.0,741.0,721.0,174.0,274.0,246.0,328.0,442.0,438.0,352.0,406.0,"Howell township, Howell County, Missouri",091,33382,29
1659,823.0,19.0,56.0,112.0,49.0,46.0,4.0,27.0,11.0,19.0,61.0,79.0,64.0,50.0,71.0,22.0,19.0,6.0,31.0,25.0,13.0,21.0,15.0,3.0,836.0,32.0,81.0,95.0,50.0,21.0,0.0,0.0,8.0,21.0,43.0,114.0,18.0,64.0,38.0,80.0,49.0,32.0,24.0,16.0,10.0,28.0,9.0,3.0,"Sisson township, Howell County, Missouri",091,68078,29
619,314.0,40.0,33.0,6.0,19.0,5.0,0.0,0.0,0.0,17.0,25.0,25.0,3.0,31.0,18.0,17.0,15.0,12.0,3.0,28.0,8.0,6.0,0.0,3.0,305.0,24.0,0.0,20.0,6.0,9.0,0.0,9.0,3.0,23.0,37.0,31.0,14.0,20.0,16.0,36.0,0.0,4.0,3.0,22.0,4.0,16.0,8.0,0.0,"Myatt township, Howell County, Missouri",091,50960,29
3994,1750.0,139.0,82.0,136.0,112.0,14.0,5.0,26.0,75.0,92.0,49.0,117.0,85.0,188.0,91.0,143.0,41.0,47.0,38.0,76.0,32.0,69.0,40.0,53.0,2244.0,188.0,211.0,78.0,101.0,69.0,15.0,13.0,110.0,119.0,120.0,160.0,124.0,102.0,140.0,140.0,10.0,94.0,32.0,71.0,130.0,92.0,65.0,60.0,"Goldsberry township, Howell County, Missouri",091,27748,29
1271,617.0,29.0,40.0,36.0,13.0,10.0,2.0,10.0,21.0,36.0,32.0,31.0,74.0,38.0,43.0,50.0,24.0,24.0,12.0,27.0,15.0,17.0,12.0,21.0,654.0,72.0,32.0,21.0,13.0,5.0,30.0,16.0,11.0,22.0,37.0,26.0,18.0,49.0,57.0,52.0,24.0,30.0,3.0,16.0,25.0,29.0,28.0,38.0,"Kingsville township, Johnson County, Missouri",101,38936,29
674,321.0,23.0,0.0,17.0,0.0,0.0,0.0,7.0,23.0,0.0,33.0,29.0,0.0,19.0,55.0,12.0,9.0,32.0,10.0,17.0,9.0,18.0,0.0,8.0,353.0,15.0,11.0,0.0,12.0,4.0,0.0,41.0,19.0,13.0,24.0,0.0,12.0,21.0,24.0,32.0,8.0,20.0,0.0,9.0,64.0,0.0,12.0,12.0,"Rose Hill township, Johnson County, Missouri",101,63146,29
24040,12167.0,823.0,566.0,601.0,413.0,736.0,528.0,629.0,1639.0,1163.0,837.0,662.0,438.0,451.0,707.0,345.0,200.0,134.0,258.0,188.0,229.0,211.0,231.0,178.0,11873.0,643.0,636.0,507.0,281.0,1061.0,643.0,638.0,1330.0,722.0,770.0,606.0,586.0,575.0,634.0,506.0,202.0,204.0,224.0,179.0,287.0,276.0,196.0,167.0,"Warrensburg township, Johnson County, Missouri",101,77110,29
